SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
11,Jw Marriott Hotel Bengaluru,Hotel,"24/1, Vittal Mallya Rd, KG Halli, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",banglore,080671 89999,,,,,,4.5,23351,"₹29,500",Hotel,https://www.marriott.com/en-us/hotels/blrjw-jw-marriott-hotel-bengaluru/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,,,
12,Stayvista At Silver Oak Farm,Villa,"Silver Oak Farm, Madhure Temple Road, Ittagalpura Village, Heserghatta, Hobli, Rajanukunte, Bengaluru, Karnataka 560119, India",banglore,081049 54254,,,,,,4.8,21,"₹28,568",Hotel,http://www.stayvista.com/villa/silver-oak-farm?reference_number=prop673b7f1861f8awicmv5f?utm_source=google&utm_medium=gmb,,,,,
13,Doubletree By Hilton Bengaluru Whitefield,Hotel,"ITPL Main Rd, EPIP Zone, Brookefield, Bengaluru, Karnataka 560037, India",banglore,080 6944 9999,,,,,,4.5,1075,"₹28,500",Hotel,https://www.hilton.com/en/hotels/blrkudi-doubletree-bengaluru-whitefield/?SEO_id=GMB-APAC-DI-BLRKUDI,,,,,
14,Vintage Haven Leafy Getaway Luxury Villa In Indiranagar By Spacez,Villa,"87, 11th Cross Rd, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",banglore,093808 34941,,,hello@spacez.co,,,4.6,21,"₹27,957",Hotel,https://www.spacez.co/Bengaluru/indiranagar/vintage-haven,https://www.instagram.com/spacez.luxe/,,https://www.linkedin.com/company/spacezluxe/,,
15,Grandeur Luxe 5Bhk Villatheatre Hennurmanyata,Villa,"Essel gardens, Bengaluru, Karnataka 560077, India",banglore,,,,,,,,,"₹26,681",Hotel,https://www.bluepillow.com/search/6626464b4338d48a8fc8c252?dest=bkng&cat=Villa&lat=13.06466&lng=77.67014&language=en,,,,,
16,Four Seasons Hotel Bengaluru At Embassy One,Hotel,"8, Bellary Rd, Dena Bank Colony, Ganganagar, Bengaluru, Karnataka 560032, India",banglore,080 4522 2222,,,,,,4.6,7809,"₹27,000",Hotel,https://www.fourseasons.com/bengaluru/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-bng-hre-mid-seo-na&utm_content=na-na&utm_term=na,,,,,
17,"The Ritz-Carlton, Bangalore",Villa,"99, Residency Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",banglore,080 4914 8000,,,,,,4.6,19732,"₹27,000",Hotel,https://www.ritzcarlton.com/en/hotels/blrrz-the-ritz-carlton-bangalore/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,https://www.instagram.com/ritzcarlton.bangalore,https://www.facebook.com/ritzcarltonbangalore,,,https://twitter.com/ritz_bangalore
18,Magnum Opus Party Friendly Spacez Villa With Theater,Villa,"3J99+VF 121, 2nd cross, post, Telecom Layout, Srirampura, Jakkur, Bengaluru, Karnataka 560064, India",banglore,,,,hello@spacez.co,,,,,"₹23,720",Establishment,https://www.spacez.co/Bengaluru/jakkur/lucent-luxe,https://www.instagram.com/spacez.luxe/,,https://www.linkedin.com/company/spacezluxe/,,
19,Urban Escape 4Bhk Luxury Villa & Sunflower Skyline 2Bhk Penthouse By Spacez,Villa,"529, 6th Cross Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",banglore,,,,hello@spacez.co,,,4.8,31,"₹26,382",Hotel,https://www.spacez.co/Bengaluru/koramangala/urban-escape,https://www.instagram.com/spacez.luxe/,,https://www.linkedin.com/company/spacezluxe/,,
20,Stayvista At Ananta - Breakfast Included & Basketball Court,Villa,"K.G.Kanaminake, Karnataka 560074, India",banglore,,,,,,,,,"₹26,277",Hotel,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D124001796%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,https://www.instagram.com/vio.com.travel/,https://www.facebook.com/viodotcom,https://nl.linkedin.com/company/viodotcom,,
21,Casa Blu Spacez 4Bhk Garden Villa With Pool,Villa,"Villa 10/11, Aparantha Enclave, Nallurahalli Main Rd, Palm Meadows, Siddapura, Whitefield, Bengaluru, Karnataka 560066, India",banglore,,,,hello@spacez.co,,,3.9,26,"₹25,813",Establishment,https://www.spacez.co/Bengaluru/whitefield/casa-blu,https://www.instagram.com/spacez.luxe/,,https://www.linkedin.com/company/spacezluxe/,,
22,"Vivanta Bengaluru, Whitefield",Hotel,"Whitefield Main Rd, Pattandur Agrahara, Whitefield, Bengaluru, Karnataka 560066, India",banglore,080669 33333,,,,,,4.3,6664,"₹25,700",Hotel,https://www.vivantahotels.com/en-in/hotels/vivanta-bengaluru-whitefield?utm_source=google&utm_medium=local&utm_campaign=vivanta-bengaluru-whitefield&utm_content=vivanta-bengaluru-whitefield-gmb,,,,,
23,Lagoon Luxe 4Bhk Luxury Terrace Pool Villa With Private Theatre & Pool Table By Spacez,Villa,"Vinayaka Layout, Whitefield, Bengaluru, Karnataka 560066, India",banglore,,,,,,,,,"₹23,232",Hotel,https://www.bluepillow.com/search/694970d30c60a53fb7d1287f?dest=nuit&cat=Villa&lat=12.9677&lng=77.75272&language=en,,,,,
24,Cine Castle 4Bhk Luxury Spacez Villa With Private Theatre & Garden,Villa,"Xavier Layout, Victoria Layout, Bengaluru, Karnataka 560047, India",banglore,,,,,,,,,"₹23,232",Hotel,https://www.booking.com/hotel/in/cinecastle-3bhk-luxury-villa.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13547894&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13547894_grp-2_gendate-20260708,,,,,
25,The Oberoi Bengaluru,Villa,"37-39, Mahatma Gandhi Rd, Yellappa Garden, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560001, India",banglore,080 2558 5858,,,generalmanager.bengaluru@oberoihotels.com,reservations@oberoigroup.com,,4.7,9990,"₹23,000",Hotel,https://www.oberoihotels.com/hotels-in-bengaluru/?utm_source=GMBlisting&utm_medium=organic,https://www.instagram.com/oberoihotels/,https://www.facebook.com/OberoiHotels,,https://www.youtube.com/user/OberoiHotels,https://www.twitter.com/oberoihotels/
26,Conrad Bengaluru,Hotel,"25/3, Kensington Rd, Halasuru, Someshwarpura, Bengaluru, Karnataka 560008, India",banglore,080 2214 4444,,,,,,4.5,16268,"₹28,500",Hotel,https://www.hilton.com/en/hotels/blrkrci-conrad-bengaluru/?SEO_id=GMB-APAC-CI-BLRKRCI,,,,,
27,Vana Vista Spacez Garden Villa,Villa,"576, 16th Main Rd, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",banglore,,,,hello@spacez.co,,,4.7,12,"₹22,995",Hotel,https://www.spacez.co/bengaluru/koramangala/vana-vista,https://www.instagram.com/spacez.luxe/,,https://www.linkedin.com/company/spacezluxe/,,
28,Hilton Bangalore Embassy Golflinks,Hotel,"off Intermediate Ring Road, Embassy Golf Links Business Park, Challaghatta, Bengaluru, Karnataka 560071, India",banglore,080667 99999,,,,,,4.5,13263,"₹22,500",Hotel,https://www.hilton.com/en/hotels/blrrehi-hilton-bangalore-embassy-golflinks/?SEO_id=GMB-APAC-HI-BLRREHI,,,,,
29,White Castle Boutique Apartment Hotel,Entire Home,"Shivasmruthi, 60 Feet Rd, Jakkuru, Amruthahalli Main Rd, Talacauvery Layout, Amrutahalli, Byatarayanapura, Bengaluru, Karnataka 560092, India",banglore,095133 35335,,,,,,4.4,1155,"₹22,000",Hotel,http://whitecastle-blr.com/,,,,,
30,Premier Suites Business Hotel,Apartment,"1st Cross Rd, near Brookefield, BEML Layout 6th Stage, BEML Layout, Brookefield, Bengaluru, Karnataka 560066, India",banglore,088844 60333,,,reservations@premiersuites.in,,,4.2,101,"₹22,000",Hotel,https://premiersuites.in/,,,,,
31,The Oterra,Hotel,"43, Velankani, Tech Park, Hosur Rd, Electronic City Phase I, Electronic City, Doddathoguru, Karnataka 560100, India",banglore,080 3003 0303,,,reservations@theoterra.com,hello@dream-theme.com,,4.4,6696,"₹21,500",Hotel,https://www.theoterra.com/,https://www.instagram.com/theoterrahotels/,https://www.facebook.com/TheOterraHotels/,https://www.linkedin.com/company/the-oterra-hotel,https://www.youtube.com/channel/UCrBWJ6XWKMOrF9lclCC437g,https://x.com/TheOterraHotels?mx=2
32,Taj Mg Road Bengaluru,Hotel,"Bank of Baroda, Mahatma Gandhi Rd, Yellappa Garden, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560001, India",banglore,080666 04444,,,,,,4.5,23405,"₹21,000",Hotel,https://www.tajhotels.com/en-in/hotels/taj-mg-road-bangalore?utm_source=google&utm_medium=local&utm=campaign=taj-mg-road-bangalore,,,,,
33,Palm Paradise Spacez Villa - Kora Party Retreat,Villa,"6, 2nd Cross Rd, New Baiyyappanahalli Extension, Maruthi Sevanagar, New Baiyyappanahalli Extension, Indiranagar, Bengaluru, Karnataka 560038, India",banglore,,,,hello@spacez.co,,,4.1,18,"₹20,563",Hotel,https://www.spacez.co/Bengaluru/indiranagar/palm-paradise,https://www.instagram.com/spacez.luxe/,,https://www.linkedin.com/company/spacezluxe/,,
34,Vanta Grove 5-Bedrooms Spacez Luxury Villa,Villa,"Krishna Reddy Layout, Amarjyoti Layout, Bengaluru, Karnataka 560071, India",banglore,,,,,,,,,"₹20,082",Hotel,https://www.booking.com/hotel/in/vanta-grove-4-bedrooms-spacez-luxury-villa.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14636024&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14636024_grp-0_gendate-20260708,,,,,
35,Grand Mercure Bengaluru At Gopalan Mall - An Accor Brand,Apartment,"Swami Vivekananda Rd, Rahat Bagh, Nagavarapalya, C V Raman Nagar, Bengaluru, Karnataka 560093, India",banglore,080 6843 0000,,,,,,4.7,4417,"₹20,000",Hotel,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=8908&merchantid=seo-maps-IN-8908&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,https://www.instagram.com/all.accor,https://www.facebook.com/ALL/,https://www.linkedin.com/company/all-accorlivelimitless/,https://www.youtube.com/All_AccorLiveLimitless,https://twitter.com/all
36,The Fairy Tale Farms,Other,"4575 Granview Rd, Granville, OH 43023, USA",banglore,(614) 330-7998,,,,,,4.7,41,"₹20,000",Establishment,http://www.fairytalehorsefarm.com/,,,,,
37,Grand Mercure Bangalore - An Accor Brand,Apartment,"12th Main Rd, 3rd Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",banglore,080 4512 1212,,,,,,4.5,8164,"₹19,300",Hotel,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7155&merchantid=seo-maps-IN-7155&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,https://www.instagram.com/all.accor,https://www.facebook.com/ALL/,https://www.linkedin.com/company/all-accorlivelimitless/,https://www.youtube.com/All_AccorLiveLimitless,https://twitter.com/all
38,Marriott Executive Apartments Bengaluru Ub City,Apartment,"UB City, 24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001, India",banglore,080 2234 4444,,,,,,4.5,123,"₹19,000",Hotel,https://www.marriott.com/en-us/hotels/blrub-marriott-executive-apartments-bengaluru-ub-city/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,,,
39,Taj West End,Hotel,"41, Race Course Rd, near Indian Foundation, High Grounds, Bengaluru, Karnataka 560001, India",banglore,080666 05660,,,,,,4.6,18566,"₹19,000",Hotel,https://www.tajhotels.com/en-in/hotels/taj-west-end-bengaluru?utm_source=google&utm_medium=local&utm_campaign=taj-west-end-bengaluru,,,,,
40,Davanam Sarovar Portico Suites,Resort,"Davanam Plaza, Hosur Rd, opp. Madiwala Police Station, Sidharata Colony, Santhosapuram, 2nd Block, Koramangala, Bengaluru, Karnataka 560068, India",banglore,096205 11149,,,reservation@sarovarhotels.com,reservations@davanamsarovarportico.com,spsb@sarovarhotels.com,4.2,14301,"₹18,900",Hotel,https://www.sarovarhotels.com/davanam-sarovar-portico-suites-bangalore/,,https://www.facebook.com/davanamsarovar/,https://in.linkedin.com/company/davanam-sarovar-portico-suites-bangalore,,https://twitter.com/sarovardavanam
41,Oasis County Villas,Villa,"Main, Doddaballapura Main Rd, Adde Vishwanathapura, Bengaluru, Adde Viswanathapura, Karnataka 560064, India",banglore,,,,,,,,,"₹18,884",Hotel,,,,,,
42,Tropicana Twins 5 Bhk Jacuzzi 30Min Hebbal,Other,,banglore,,,,,,,,,"₹17,490",,,,,,,
43,Modern Mirage 4Bhk Stunning Luxury Spacez Villa,Villa,,banglore,,,,,,,,,"₹18,507",,,,,,,
44,Twilight Terrace 3Bhk Spacez Villa With Private Theatre,Villa,"2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560041, India",banglore,,,,,,,,,"₹18,507",Hotel,https://www.booking.com/hotel/in/twilight-terrace-spacez-villa.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13337865&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13337865_grp-1_gendate-20260708,,,,,
45,Regal Saphire 5 Bhk Luxury Villa,Villa,"4th Block, Koramangala, Bengaluru, Karnataka 560034, India",banglore,,,,,,,,,"₹18,507",Hotel,https://www.freecancellations.com/search/F2d3QwdcGSJXX1RdD1tTQlEJXEpjF1wX?lat=12.93173&lng=77.63101&language=en,,,,,
46,3Br Firefly Homestay With Private Pool & Terrace Access Whitefield Road,Villa,"Firefly,24 Dodsworth Enclave, 5th Cross, Borewell Rd, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560066, India",banglore,081049 54254,,,,,,4.5,46,"₹18,261",Hotel,http://www.stayvista.com/villa/firefly-homestay?reference_number=prop673b7f075b234qykd0on?utm_source=google&utm_medium=gmb,,,,,
47,Alaya Stays Slv Ventures Urban Stay Apartments,Apartment,,banglore,,,,,,,,,"₹18,161",,,,,,,
48,Sheraton Grand Bangalore Hotel At Brigade Gateway,Hotel,"26/1, Dr Rajkumar Rd, Malleswaram, Rajajinagar, Bengaluru, Karnataka 560055, India",banglore,080 4252 1000,,,,,,4.5,16789,"₹17,500",Hotel,https://www.marriott.com/en-us/hotels/blrgs-sheraton-grand-bangalore-hotel-at-brigade-gateway/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,,,
49,"The Park Bangalore, Mg Road",Boutique Hotel,"The Park, MG Road, 14/7, Bhaskaran Rd, Yellappa Garden, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",banglore,080 2559 4666,,,,,,4.2,10666,"₹17,373",Hotel,https://www.theparkhotels.com/bangalore/,https://www.instagram.com/theparkhotels/,https://www.facebook.com/pages/The-Park-Hotels/149015151819500,https://www.linkedin.com/company/43515?trk=tyah,https://www.youtube.com/theparkhotels,https://www.twitter.com/parkhotelsindia
50,Shangri-La Bengaluru,Apartment,"No. 56-6B, Palace Rd, Abshot Layout, Vasanth Nagar, Bengaluru, Karnataka 560001, India",banglore,080 4512 6100,,,,,,4.6,23993,"₹17,200",Hotel,http://www.shangri-la.com/bengaluru,https://www.instagram.com/shangrilahotels/,https://www.facebook.com/shangrila,,,
51,Greenpark Bengaluru,Resort,"No 75 & 172, Bannerghatta Rd, Dollar Layout, BTM Layout 2nd Stage, J. P. Nagar, Bengaluru, Karnataka 560076, India",banglore,080665 15151,9916415151,,bookings@hotelgreenpark.com,,,4.8,3940,"₹17,000",Hotel,http://www.hotelgreenpark.com/,https://www.instagram.com/greenparkhotels,https://www.facebook.com/share/1Tm5vX93xG/,,https://youtube.com/@greenparkhotels?si=6dEPC5iJOzqU9JNe,
52,Hyatt Centric Mg Road Bangalore,Hotel,"1/1, Swami Vivekananda Road, Mahatma Gandhi Rd, Halasuru, Someshwarpura, Bengaluru, Karnataka 560008, India",banglore,080 4936 1234,,,,,,4.2,10005,"₹16,750",Hotel,https://www.hyatt.com/hyatt-centric/en-US/blrhy-hyatt-centric-mg-road-bangalore?src=corp_lclb_google_seo_blrhy&utm_source=google&utm_medium=organic&utm_campaign=lmr,,,,,
53,"Welcomhotel By Itc Hotels, Richmond Road, Bengaluru",Boutique Hotel,"46, Richmond Rd, Richmond Town, Bengaluru, Karnataka 560025, India",banglore,080 2500 1700,+91 8025001700,,reservations@itchotels.com,clubitc.care@itchotels.com,,4.7,13141,"₹16,500",Hotel,https://www.itchotels.com/in/en/welcomhotelbengaluru?utm_source=google&utm_medium=businesslisting&utm_campaign=Welcomhotel_Richmond_Road_Bengaluru,https://www.instagram.com/welcomhotel/,https://www.facebook.com/Welcomhotel-310167659660497/,,,https://x.com/ITCHotelscares
54,Oakwood Residence Whitefield Bangalore,Apartment,"Nexus Whitefield Mall, 62, Whitefield Main Rd, Prestige Ozone, Whitefield, Bengaluru, Karnataka 560066, India",banglore,080667 08888,,,,,,4.6,1912,"₹16,500",Hotel,https://www.discoverasr.com/en/oakwood/india/oakwood-residence-whitefield-bangalore?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson--all-en-meati-in-oakwoodresidencewhitefieldbangalore--gbp&--&cid=map::gg::hq:ind:::all:en:meati:in:oakwoodresidencewhitefieldbangalore:0:gbp:0:::,,,,,
55,Safari Homes By Secret Turtleprojectorsafaribbq,Other,,banglore,,,,,,,,,"₹14,840",,,,,,,
56,"Itc Windsor, A Luxury Collection Hotel, Bengaluru",Hotel,"Windsor Square, 25, Golf Course Rd, Abshot Layout, Vasanth Nagar, Bengaluru, Karnataka 560001, India",banglore,080 2226 9898,,,,,,4.7,22094,"₹16,000",Hotel,https://www.marriott.com/en-us/hotels/blrlc-itc-windsor-a-luxury-collection-hotel-bengaluru/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,,,
57,Renaissance Bengaluru Race Course Hotel,Hotel,"No 17 and 17/1, Race Course Rd, Madhava Nagar, Extension, Bengaluru, Karnataka 560001, India",banglore,080 6835 5555,,,,,,4.3,10160,"₹16,000",Hotel,https://www.marriott.com/en-us/hotels/blrbh-renaissance-bengaluru-race-course-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,,,
58,The Manyata Retreat By Nira Homes,Hotel,"Maria street, Dasarahalli Main Rd, behind Saint James Church Road, Mariyannapalya, Thanisandra, Bengaluru, Karnataka 560024, India",banglore,,,,,,,5,1,"₹16,000",Hotel,,,,,,
59,Area 83 Adventure Resort,Villa,"313, Bannerghatta Road Shanbhoganahalli, Bilwaradahalli, Karnataka 560083, India",banglore,088846 08383,+91 8046396067,,,,,4.2,24923,"₹13,939",Establishment,https://www.area83.in/,https://www.instagram.com/area83.blr/?hl=en,https://www.facebook.com/area83.blr/,,https://www.youtube.com/channel/UCcSlAHyy-_Y-iyDeQQLLtMA,
60,Lotus Farm Villa,Villa,"Kengeri Hobli, Bheemanakuppe, Karnataka 560060, India",banglore,073491 42128,,,,,,4.8,60,"₹15,600",Hotel,,,,,,
61,"St Mark'S Hotel Bengaluru, A Member Of Radisson Individuals",Hotel,"4/1, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",banglore,099019 19125,,,,,,4.4,3470,"₹15,500",Hotel,https://www.radissonhotels.com/en-us/hotels/radisson-individuals-st-marks-bengaluru?cid=a:se+b:gmb+c:apac+i:local+e:ri+d:ind+h:INKABLRAAF,,,,,
62,Hilton Bengaluru Embassy Manyata Business Park,Hotel,"Block A, Hotel Building, 1, Outer Ring Rd, MS Ramaiah North City, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045, India",banglore,080 6901 2345,,,,,,4.6,3837,"₹15,441",Hotel,https://www.hilton.com/en/hotels/blrgshi-hilton-bengaluru-embassy-manyata-business-park/?SEO_id=GMB-APAC-HI-BLRGSHI,,,,,
63,The Leela Bhartiya City Bengaluru,Luxury Hotel,"6/2, Thanisandra Main Rd, Thirumenahalli, Devin Paradise Enclave, Kannuru, Bengaluru, Karnataka 560064, India",banglore,080 4545 1234,+91 9845911234,+91 6366273572,Kallie@van-isacker.com,rso.hyderabad@theleela.com,reservations.mmcc@theleela.com,4.6,7931,"₹15,000",Hotel,https://www.theleela.com/contact-us,https://www.instagram.com/theleela/,https://www.facebook.com/theleela,https://www.linkedin.com/company/theleela,https://www.youtube.com/user/LeelaHotelsOfficial,https://x.com/theleelahotels
64,Sterlings Mac Hotel,Hotel,"134, old, HAL Old Airport Rd, opposite to Leela Palace Road, Kodihalli, Bengaluru, Karnataka 560017, India",banglore,080 4249 4949,8031494949,,,,,4.2,8502,"₹13,023",Hotel,http://www.sterlingsmachotel.com/,https://www.instagram.com/sterlingsmac/?igshid=OGQ5ZDc2ODk2ZA%3D%3D,https://www.facebook.com/profile.php?id=100095253201597,,https://www.youtube.com/channel/UCY6cGhA9T7ZUr1SqFHSyUBQ,https://twitter.com/SterlingsMac1
65,Bloom Hub L Orr Marathahalli,Hotel,"3, Outer Ring Rd, near Tanishq Jewellery, Marathahalli, Bengaluru, Karnataka 560037, India",banglore,098453 56529,,,,,,4.8,3561,"₹14,742",Hotel,https://staybloom.com/hotels/bengaluru/bloom-hub-orr-marathahalli,,,,,
66,Holiday Inn Bengaluru Racecourse By Ihg,Hotel,"Ward No.94, 16/1, Seshadri Rd, Gandhi Nagar, Bengaluru, Karnataka 560009, India",banglore,080 4620 5900,,,,,,4.5,13528,"₹14,644",Hotel,https://www.ihg.com/holidayinn/hotels/us/en/bangalore/blrex/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-IN-_-BLREX,,,,,
67,My Cozy Apartment,Apartment,"Nallurhalli, Whitefield, Bengaluru, Karnataka 560066, India",banglore,,,,,,,,,"₹14,250",Hotel,,,,,,
68,Courtyard By Marriott Bengaluru Hebbal,Hotel,"2/55, Outer Ring Rd, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045, India",banglore,080 6122 6777,,,,,,4.4,7948,"₹14,000",Hotel,https://www.marriott.com/en-us/hotels/blrhb-courtyard-bengaluru-hebbal/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,,,
69,Radisson Bengaluru City Center,Other,"Radisson Bengaluru City Center, 2, Gangadhar Chetty Rd, Halasuru, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",banglore,,,,,,,,,"₹13,999",Premise,,,,,,
70,Bloom Hotel - Indiranagar,Hotel,"1215, 100 Feet Rd, near Casio Exclusive Store, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560038, India",banglore,080 4866 9026,,,,,,4.6,2988,"₹13,700",Hotel,https://staybloom.com/hotels/bengaluru/bloom-hotel-indiranagar,,,,,
