SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
11,Park Inn by Radisson New Delhi IP Extension,Hotel,"Plot No. 6A, I.P.Extension, Patparganj, New Delhi, Delhi, 110092, India",Delhi,011 6633 6000,,,,,,4.4,8881,,"establishment, lodging, point_of_interest",https://www.radissonhotels.com/en-us/hotels/park-inn-new-delhi-ip-extension?cid=a:se+b:gmb+c:apac+i:local+e:pii+d:ind+h:INDLDELIPX,,,,,
12,"Svelte Delhi, a member of Radisson Individuals",Hotel,"Select Citywalk Mall, A-3, Saket District Centre, District Centre, Sector 6, Pushp Vihar, New Delhi, Delhi 110017, India",New Delhi,011 4051 2000,,,,,,4.2,2299,,"establishment, lodging, point_of_interest",https://www.radissonhotels.com/en-us/hotels/radisson-individuals-svelte-delhi?cid=a:se+b:gmb+c:apac+i:local+e:ri+d:ind+h:INDLICDAAA,,,,,
13,Pride Plaza Aerocity,Hotel,"Asset 5-A, Hospitality District, Indira Gandhi International Airport, Aerocity, New Delhi, Delhi 110037, India",New Delhi,011 7160 0700,,,centralreservations@pridehotel.com,reservations.aerocity@pridehotel.com,,4.9,27260,,"establishment, lodging, point_of_interest",https://www.pridehotel.com/pride-plaza-hotel-aerocity-new-delhi-hotel/,https://www.instagram.com/thepridehotels/,https://www.facebook.com/ThePrideHotels/,,,
14,Hotel Ajanta - Free Airport Pick Up Service,Boutique Hotel,"8647, Arakashan Rd, Ram Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,098185 44466,,,reservations@hotelajanta.com,info@hotelajanta.com,,4.6,4530,,"establishment, lodging, point_of_interest",http://www.hotelajanta.com/,https://www.instagram.com/hotelajantadelhi/,https://www.facebook.com/hotelajanta,,,
15,hotel apple inn,Hotel,"8690-8691, Arakashan Rd, near St Anthony school, Arya Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,085100 01611,,,,,,4.2,642,,"establishment, lodging, point_of_interest",https://bookings.resavenue.com/resBooking/rooms?regCode=VRXX1028&roomSearchId=ec8256052f044001be0b0a09ed3d7666&adult_1=2,,,,,
16,Hotel Gold Regency,Hotel,"4350, Main Bazar Rd, Bagichi Ramchander, Kaseru Walan, Paharganj, New Delhi, Delhi, 110055, India",Delhi,098115 76813,,,,,,4.9,6542,,"establishment, lodging, point_of_interest",https://thegoldregency.com/,,,,,
17,Hotel Shanti Plaza,Hotel,"Plot No 8651, Arakashan Rd, near Nav Shakti School, Arya Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,093105 95445,,,,,,3.8,1233,,"establishment, lodging, point_of_interest",http://shantiplaza.in/,,,,,
18,Ramada by Wyndham New Delhi Pitampura,Hotel,"Plot No 10, Rd Number 42, Co-operative Group Housing Societies Pitampura, Pitampura, New Delhi, Delhi, 110034, India",Delhi,011 3503 8659,,,accessibility@wyndham.com,,,3.8,2796,,"establishment, lodging, point_of_interest",https://www.wyndhamhotels.com/ramada/new-delhi-india/ramada-new-delhi-pitampura/overview?CID=LC:wmcic5n98gs1g0r:47921&iata=00093796,https://www.instagram.com/ramadabywyndham/?igshid=1ldltd7a4pc2g,https://www.facebook.com/ramada,,,http://twitter.com/ramadaworldwide
19,The Grand Uddhav,Hotel,"4953-54, Ramdwara Rd, Bagichi Ramchander, Nehru Bazar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,098993 54533,+91 9899354533,,info@granduddhav.com,,,4.0,2581,,"establishment, lodging, point_of_interest",https://www.granduddhav.com/,http://instagram.com,http://facebook.com,,,http://twitter.com
20,"Holiday Inn New Delhi Int'L Airport, an IHG Hotel",Hotel,"Asset Area 12 Hospitality District, Aerocity, New Delhi, Delhi 110037, India",New Delhi,011 4222 2000,,,,,,4.7,31405,,"establishment, lodging, point_of_interest",https://www.ihg.com/holidayinn/hotels/us/en/new-delhi/delap/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-IN-_-DELAP,,,,,
21,"Welcomhotel By ITC Hotels, Dwarka, New Delhi",Boutique Hotel,"District Center, Plot No.3, Sector 10 Dwarka, Dwarka, New Delhi, Delhi, 110075, India",Delhi,011 4222 9222,,,reservations@itchotels.com,,,4.5,25857,,"establishment, lodging, point_of_interest",https://www.itchotels.com/in/en/welcomhoteldwarka?utm_source=google&utm_medium=organic&utm_term=welcomhoteldwarka&utm_campaign=listing,https://www.instagram.com/welcomhotel/,https://www.facebook.com/Welcomhotel-310167659660497/,,,https://x.com/ITCHotelscares
22,Jaypee Siddharth - 5 Star Luxury Hotels in Delhi,Hotel,"3, Rajendra Place, New Delhi, Delhi 110008, India",New Delhi,011 4366 2500,,,,,,4.3,12531,,"establishment, food, lodging, point_of_interest, restaurant, spa",https://www.jaypeehotels.com/hotel/jaypee-siddharth-new-delhi?utm_source=gmb&utm_medium=google&utm_campaign=organic,,,,,
23,Novotel New Delhi Aerocity,Hotel,"Asset No 2, Aerocity, New Delhi, Delhi 110037, India",New Delhi,011 4608 0808,,,,,,4.6,21735,,"establishment, lodging, point_of_interest",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7560&merchantid=seo-maps-IN-7560&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,https://www.instagram.com/all.accor,https://www.facebook.com/ALL/,https://www.linkedin.com/company/all-accorlivelimitless/,https://www.youtube.com/All_AccorLiveLimitless,https://twitter.com/all
24,The Tivoli,Farmhouse,"F5WP+M3Q, Chattarpur Mandir Road, Block A, Chattarpur Enclave, Mehrauli, New Delhi, Delhi 110074, India",New Delhi,085888 50354,+91 7065053035,7065053035,amit.sood@thetivolihotels.com,reservations@thetivolihotels.com,,4.2,10065,,"establishment, lodging, point_of_interest",https://thetivolihotels.com/hotel/the-tivoli,https://www.instagram.com/thetivoli.newdelhi/,https://www.facebook.com/thetivolinewdelhi1,,,
25,Roseate House,Boutique Hotel,"Asset 10, Northern Access Rd, Aerocity, Hospitality District, Indira Gandhi International Airport, New Delhi, Delhi 110037, India",New Delhi,011 7155 8800,+91 9999834967,+91 9599054466,,,,4.5,14178,,"establishment, lodging, point_of_interest",http://www.roseatehotels.com/newdelhi/roseatehouse/,https://www.instagram.com/roseatehouse/,https://www.facebook.com/roseatehouse,,https://www.youtube.com/roseatehotelsresorts,https://x.com/roseatehouse
26,Ashok Country Resort,Resort,"30 Rajokri Road, D Block, Kapas Hera, New Delhi, Delhi 110097, India",New Delhi,098111 12422,9811641100,9811112422,acr@ashokcountryresorts.com,acrhotel@gmail.com,,4.0,1809,,"establishment, food, lodging, point_of_interest, restaurant",https://ashokcountryresorts.com/,,,,,
27,Udman Hotels and Resorts,Resort,"National Highway, 8, Mahipalpur - Rangpuri Rd, near to Shiv Murti, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110037, India",New Delhi,097113 01078,,,info.h@udmanhotels.com,info.nh8@udmanhotels.com,reservations.gnoida@udmanhotels.com,4.8,898,,"establishment, lodging, point_of_interest",https://www.udmanhotels.com/udman-hotels-resorts-nh-8/,https://www.instagram.com/udmanhotelsandresorts/,https://www.facebook.com/profile.php?id=61573250600313,,,
28,The Umrao,Boutique Hotel,"National Highway, 48, Rajokri Road, D Block, 6:Samalkha, Samalka, New Delhi, Delhi 110097, India",New Delhi,011 4770 7070,,,info@theumrao.com,,,4.3,11295,,"establishment, lodging, point_of_interest",http://www.theumrao.com/,https://www.instagram.com/the.umrao/?hl=en,https://www.facebook.com/TheUmrao/,https://www.linkedin.com/company/theumrao/,,
29,Fairley's Hotels & Resorts,Resort,"579, Main Chhatarpur Rd, Shahoorpur Extension, Satbari, New Delhi, Delhi 110074, India",New Delhi,085278 94961,+918527894992,+918527894968,reservations@fairliehotels.in,,,4.0,758,,"establishment, lodging, point_of_interest",https://fairliehotels.com/,https://www.instagram.com/fairliehotelandresorts/,https://www.facebook.com/fairliehotels/,,,
30,Bloomrooms @ New Delhi Railway Station,Hotel,"8591, Arakashan Rd, opp. New Delhi Railway Station, Arya Nagar, Paharganj, New Delhi, Delhi, 110055, India",Delhi,011 4551 2740,,,,,,4.5,5731,,"establishment, lodging, point_of_interest",https://staybloom.com/hotels/delhi/bloomrooms-new-delhi-railways,,,,,
31,Calista Resort,Resort,"37/2-4 Old, NH 48, D Block, Kapas Hera, New Delhi, Delhi 110097, India",New Delhi,099111 97112,+91 8800010129,,info@calistaresorts.com,,,4.2,4929,,"establishment, lodging, point_of_interest",https://calistaresorts.com/,https://www.instagram.com/calistaresort_official/,https://www.facebook.com/calistaresort,,,
32,"The Roseate, New Delhi",Boutique Hotel,"National Highway 8, D Block, Samalka, New Delhi, Delhi 110097, India",New Delhi,011 3355 2211,+91 9599054466,+91 9910057942,,,,4.5,3944,,"establishment, lodging, point_of_interest",https://www.roseatehotels.com/newdelhi/theroseate/,https://www.instagram.com/theroseate,https://www.facebook.com/TheRoseate,https://www.linkedin.com/company/theroyalparkhotellondon-aroseatehouse/,https://www.youtube.com/channel/UCFxg7Abfz55ArbvE9X_BUJw/featured,
33,Tivoli Garden Resort,Resort,"Tivoli Garden Resort, Main, GT Karnal Rd, opp. Sai Baba Mandir, Alipur, New Delhi, Delhi, 110036, India",Delhi,011 7180 2222,8373903983,9958252000,info@tivoligrand.com,sales@tivoligrand.com,reservations@tivoligrand.com,4.0,7963,,"bar, establishment, food, lodging, point_of_interest, restaurant",https://www.tivoligardenresort.com/,https://www.instagram.com/tivoliroyalcourt/,https://www.facebook.com/TivoliHospitalityGroup/,,,
34,V Resorts Farm Stay Delhi,Resort,"2 Sheesham Lane, Dera Mandi Retreat, Dera Mandi Link Road Village Dera Mandi, Dera Village, Chhatarpur, New Delhi, Delhi 110074, India",New Delhi,,,,,,,3.9,278,,"establishment, lodging, point_of_interest",http://www.vresorts.in/resorts/v-resorts-farm-delhi,,,,,
35,Hotel City Park- Hotels in Delhi,Hotel,"City Park, Block KP, Poorvi Pitampura, Pitampura, Delhi, 110034, India",Delhi,076786 53543,7678653543,,info@cityparkhotel.in,,,4.2,8296,,"establishment, food, lodging, point_of_interest, restaurant",http://cityparkhotel.in/,https://www.instagram.com/hotelcityparkdelhi/?igsh=MzRlODBiNWFlZA%3D%3D,https://www.facebook.com/HotelCityParkDelhi,,https://www.youtube.com/watch?v=zr4r3n5Smho,
36,The Leela Palace New Delhi - The Capital's Only Modern Palace Hotel,Luxury Hotel,"Africa Ave, Diplomatic Enclave, Chanakyapuri, New Delhi, Delhi 110023, India",New Delhi,011 3933 1234,,,reservations@theleela.com,,,4.6,14928,,"establishment, lodging, point_of_interest, spa",https://www.theleela.com/the-leela-palace-new-delhi?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gbp-leela-palace-new-delhi&utm_content=hotel-website-click,https://www.instagram.com/theleela/,https://www.facebook.com/theleela,https://www.linkedin.com/company/theleela,https://www.youtube.com/user/LeelaHotelsOfficial,https://x.com/theleelahotels
37,ibis New Delhi Aerocity,Hotel,"IGI Rd, Aerocity, Ibis, New Delhi, Delhi, 110037, India",Delhi,011 4302 0202,,,,,,4.5,36449,,"establishment, lodging, point_of_interest",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7484&merchantid=seo-maps-IN-7484&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,https://www.instagram.com/all.accor,https://www.facebook.com/ALL/,https://www.linkedin.com/company/all-accorlivelimitless/,https://www.youtube.com/All_AccorLiveLimitless,https://twitter.com/all
38,"Sloshout - Villas, Farmhouses, Restaurants and Banquets for Parties and Weddings",Farmhouse,"Office No. 19, A1 Basement, Metro Pillar No 330, Tagore Market, Block A, Indira Colony, Kirti Nagar, New Delhi, Delhi, 110015, India",Delhi,085888 26881,+91-8588826881,8588826881,info@sloshout.com,,,4.3,595,,"establishment, food, lodging, point_of_interest",https://www.sloshout.com/,https://www.instagram.com/sloshout_,https://www.facebook.com/people/Sloshout-Restaurants-Villas-Farmhouses-Banquets-for-Parties/100086171656997/,https://www.linkedin.com/company/sloshout,https://www.youtube.com/channel/UCg9W1-Mp__tNcbqAt69OO4A?view_as=subscriber,https://twitter.com/sloshout1
39,Mallu Farms - Wedding Farmhouse | Wedding Hall | Banquet Hall | Wedding Planner | Wedding Venues,Farmhouse,"204, Chattarpur Mandir Rd, Ansal Villas, Satbari, New Delhi, Delhi 110074, India",New Delhi,097174 17353,+91-9717417353,+91-9773927345,info@mallufarms.com,,,4.5,3262,,"establishment, point_of_interest",https://mallufarms.com/,https://www.instagram.com/mallufarms,https://www.facebook.com/mallufarms,https://www.linkedin.com/in/mallu-farms,https://www.youtube.com/@mallufarms,
40,Saroj Jain Vatika - Best Farmhouse in Delhi NCR,Farmhouse,"46/A, near SAMTA YOG ASHRAM, SALLAHPUR, Bijwasan, New Delhi, Delhi, 110061, India",Delhi,093101 95884,9310195884,,info@sarojjainvatika.com,,,4.8,61,,"establishment, point_of_interest",https://sarojjainvatika.com/,https://www.instagram.com/sarojjainvatika?igshid=MTNiYzNiMzkwZA==,https://www.facebook.com/profile.php?id=61554234879401,,https://www.youtube.com/channel/UCZnKIT2JS6oFU43KK-r5udQ,
41,PartyVillas.in - Villas & Farmhouses for Party and Wedding Functions,Farmhouse,"A-247 Fragrance Tower, Block C, Adarsh Nagar, New Delhi, Delhi, 110033, India",Delhi,088600 38373,+91-8860038373,+91 8860038373,,,,4.8,159,,"establishment, point_of_interest",https://www.partyvillas.in/,https://www.instagram.com/party_villas/,https://www.facebook.com/PartyVillasOfficial/,,https://www.youtube.com/@PartyVillas,https://x.com/partyvillas1
42,Marwah Farms Delhi | Luxury Villas & Farmhouses for Weddings & Parties,Farmhouse,"R58F+CJV, Hiranki, Delhi, 110036, India",Delhi,072178 52519,+91 9090601605,,,,,4.9,151,,"establishment, lodging, point_of_interest",https://marwahfarms.com/,,,,,
43,Hyde Park Farmhouse,,"New Colony, Sultanpur, New Delhi, Delhi 110030, India",New Delhi,,,,,,,4.0,21,,"establishment, point_of_interest",,,,,,
44,Themis Farmhouse – A Luxury Poolside Farm Stay: Delhi NCR,Farmhouse,"Themis Farm House, Jaunti, Delhi, Mukandpur, Delhi 110081, India",Mukandpur,099991 23300,,,infofarm@themishouse.in,info@themishouse.in,,4.7,109,,"establishment, lodging, point_of_interest",http://www.themismudhouse.com/,,,,,
45,THE GREENWOOD PALACE - Luxury Farmhouse in delhi,Farmhouse,"46 , Palam Farm, near Samta Yog Ashram, Salapur Khera Village, Bijwasan, New Delhi, Delhi, 110061, India",Delhi,099998 22698,,,,,,4.1,41,,"establishment, lodging, point_of_interest",https://thegreenwoodpalace.com/,,,,,
46,"Sunahari Bagh Farm - A Luxury farmhouse with Private Pool Near delhi ncr, farmhouse for weddings and events",Farmhouse,"AWHO Group, Luxury Flats, Pataudi Rd, near Shanti Vihar, Housing Colony, Sunhari Bagh, Sector 95, Gurugram, Haryana 122505, India",Gurugram,088825 65403,+91 8882565403,8882565403,stay@hostizzy.com,,,4.2,155,,"establishment, lodging, point_of_interest",http://www.sunaharibaghfarm.com/,https://www.instagram.com/sunaharibagh,https://www.facebook.com/Sunaharibagh,,https://www.youtube.com/watch?v=bffYjQXEMPk,
47,Ratiram Farm,,"Ratiram Farm Village, Zindpur, Delhi, 110036, India",Delhi,097174 46544,,,,,,4.7,188,,"establishment, point_of_interest",,,,,,
48,Farm house wedding,Farmhouse,"Pushpanjali Farms, Delhi, New Delhi, Delhi 110061, India",New Delhi,,+91-9971834101,+91-9990883147,arise@royalcollectionhotels.com,,,5.0,17,,"establishment, point_of_interest",http://www.arisevillage.com/,https://www.instagram.com/ariserusticvillageresort/,https://www.facebook.com/ariserusticvillageresorts/,https://www.linkedin.com/in/arise-rustic-village-resort-a416963a1/,https://www.youtube.com/@ariserusticvillageresort,https://x.com/ariserusticv
49,Jeet Farm House,Farmhouse,"Holambi Khurd, Delhi, 110082, India",Delhi,093158 80382,,,info@jeetfarm.in,,,4.2,389,,"establishment, point_of_interest",https://jeetfarm.in/?utm_source=google&utm_medium=gmb,https://www.instagram.com/aquaone_by_jeetfarm,https://www.facebook.com/jeetfarmhouse,,https://www.youtube.com/channel/UC7w7LgyQ5ITtuFmKpgV-vLA,
50,"Bristol Farm, North Delhi",,"Bakoli, Delhi, 110036, India",Delhi,082870 01010,,,,,,4.2,927,,"establishment, point_of_interest",,,,,,
51,Sukoon Farm Stay,,"near Amardas ji Gurudwara, Ansal Villas, Satbari, New Delhi, Delhi 110068, India",New Delhi,087003 76266,,,,,,4.8,114,,"establishment, lodging, point_of_interest",,,,,,
52,Farmhouse for Pool Party and Weddings in Delhi - Party Now,Farmhouse,"Nehru Place, Wolk, 40-41 Lower, Siri Fort Institutional Area, Siri Fort, New Delhi, Delhi 110049, India",New Delhi,097111 26593,8588826880,,,,,4.6,61,,"establishment, point_of_interest",https://partynow.co.in/farmhouse/,,,,,
53,Farmhouse Inn,Farmhouse,"M.S 21 Stone KH No - 18/16/2, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110038, India",New Delhi,,,,,,,4.3,57,,"establishment, lodging, point_of_interest",http://www.farmhouseinn.in/,,,,,
54,Asola Farms,,"Asola, Fatehpur Beri, New Delhi, Delhi 110074, India",New Delhi,098102 44568,,,,,,4.1,339,,"establishment, point_of_interest",,,,,,
55,Farmwalk,Hotel,"4th floor, Venturex Landmark Cyberpark, Prajapati Rd, Sector 67, Gurugram, Haryana 122101, India",Gurugram,096494 46406,,,,,,4.8,108,,"establishment, lodging, point_of_interest",https://instagram.com/farm_walk?igshid=YmMyMTA2M2Y=,,,,,
56,"National Farm House, North Delhi",,"Palla Bakhtawarpur Rd, Bakoli, Delhi, 110036, India",Delhi,,,,,,,4.2,284,,"establishment, point_of_interest",,,,,,
57,SHRI JI GARDEN | Best in delhi Ncr | luxury | Farmhouse stay,Farmhouse,"179, Kushak Hiranki Rd, Hiranki, New Delhi, Delhi, 110036, India",Delhi,,,,,,,4.8,19,,"establishment, lodging, point_of_interest",https://www.instagram.com/shrijigarden,,,,,
58,Hotel Prince Palace (The Green),,"Part) Gali Thanedar Wali, 5116-17-18, Main Bazar Rd, near MyBar & restaurant, Bharat Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,,,,,,,3.5,774,,"establishment, lodging, point_of_interest",,,,,,
59,ANMOL ROOMS,Hotel,"8125, Arakashan Rd, Arya Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,,,,,,,3.0,4,,"establishment, lodging, point_of_interest",http://anmolhotel.co.in/,,,,,
60,Mahesh Guest House,,"Shop No. T-316, General Market, Ramdwara Rd, near Khanna Cinema, Bazar Sangatrashan, Sidarth Basti, Bharat Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,097185 98229,,,,,,4.1,784,,"establishment, lodging, point_of_interest",,,,,,
61,Hotel O Delhi,,"Metro Pillar No. 88, 8/32, opposite Multi Level Parking, behind Haldirams, Block 8, WEA, Karol Bagh, New Delhi, Delhi, 110005, India",Delhi,011 4568 9865,,,,,,4.4,1036,,"establishment, lodging, point_of_interest",,,,,,
62,Staybook Atlanta New Delhi Train Station,Hotel,"7971, Arakashan Rd, Arakashan, Paharganj, New Delhi, Delhi 110055, India",New Delhi,099106 38216,,,,,,4.5,2517,,"establishment, lodging, point_of_interest",https://staybook.in/hotels/staybook-atlanta-new-delhi-train-station-new-delhi,https://www.instagram.com/staybook_in/,https://www.facebook.com/budgetfriendlyhotel?paipv=0&eav=AfZ-waWz6OajACPaAqHeTptaNS9Rt4i4iwbdVK0jE5KwoQfbZ6GsLkTVHLjTpMMeyxk,,,https://twitter.com/staybook_in
63,Staybook Hotel Aira New Delhi,Hotel,"F/F, 1/5, Desh Bandhu Gupta Rd, opposite police station, Motia Khan, Paharganj, New Delhi, Delhi 110055, India",New Delhi,083739 29299,,,,,,4.4,1217,,"establishment, lodging, point_of_interest",https://staybook.in/hotels/staybook-aira-xing-new-delhi,https://www.instagram.com/staybook_in/,https://www.facebook.com/budgetfriendlyhotel?paipv=0&eav=AfZ-waWz6OajACPaAqHeTptaNS9Rt4i4iwbdVK0jE5KwoQfbZ6GsLkTVHLjTpMMeyxk,,,https://twitter.com/staybook_in
64,Hotel The Raj,,"8494, Arakashan Rd, Ram Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,,,,,,,3.0,988,,"establishment, lodging, point_of_interest",,,,,,
65,Hotel Klick International,Hotel,"3357, Gali Hari Mandir, opp. Hotel Chopra International, Ratan Lal Market, Aram Bagh, Paharganj, New Delhi, Delhi 110055, India",New Delhi,096676 20652,,,,,,3.1,944,,"establishment, lodging, point_of_interest",http://www.booking.com/hotel/in/leo-continental-new-delhi.html,,,,,
66,Jagannath B&B Hotel,,"G 17/4, South Extension, Part 2, New Delhi, Delhi 110019, India",New Delhi,099999 63374,,,,,,4.0,496,,"establishment, lodging, point_of_interest",,,,,,
67,Hotel Pink City,,"4252, Katra Neel Rd, opposite Railway Station, Ratan Lal Market, Aram Bagh, Paharganj, New Delhi, Delhi, 110055, India",Delhi,096505 92284,,,,,,4.3,2085,,"establishment, lodging, point_of_interest",,,,,,
68,Hotel O Olive Saffron,Hotel,"6, Pocket, 15-A, Pocket-1, Sector 24, Rohini, Delhi, 110085, India",Delhi,0124 620 1616,,,,,,3.4,276,,"establishment, lodging, point_of_interest",https://www.oyorooms.com/111407?utm_source=Google&utm_medium=GMB,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
69,Le ROI Express Paharganj,Hotel,"Baoli chowk, 672-676, near cheh Tooti Chawk, Bazar Sangatrashan, Main Bazar, Aram Bagh, Paharganj, New Delhi, Delhi 110055, India",New Delhi,093104 01615,,,sales@leroihotels.com,booking@leroihotels.com,revenuemgr@leroihotels.com,4.5,1119,,"establishment, lodging, point_of_interest",https://www.leroihotels.com/le-roi-express-paharganj-delhi/,,,,,
70,Royal Residency Rohini,,"B-3/357, near Rajiv Gandhi Cancer institute, Pocket 3, Sector 6, Rohini, Delhi, 110085, India",Delhi,,,,,,,4.4,18,,"establishment, lodging, point_of_interest",,,,,,
71,Hotel Pawan Plaza at Karol Bagh,Hotel,"7a/8, Channa Market, Channa Market, Block 7A, WEA, Karol Bagh, New Delhi, Delhi, 110005, India",Delhi,096256 56730,,,,,,3.9,346,,"establishment, lodging, point_of_interest",http://www.hotelpawanplaza.com/,,,,,
72,Hotel Green Arrow Rohini,,"Hargovind Vihar, A 02, Sir Chotu Ram Marg, near Police Station, Lodhi Colony, Sector 4, Rohini, Delhi, 110085, India",Delhi,,,,,,,4.4,7,,"establishment, lodging, point_of_interest",,,,,,
73,Chowdhry Tourist Lodge,,"3441, DB Gupta Rd, Ratan Lal Market, Aram Bagh, Paharganj, New Delhi, Delhi 110055, India",New Delhi,011 4608 9333,,,,,,3.1,92,,"establishment, lodging, point_of_interest",,,,,,
