SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
43,Atithi Home Stay- Studio Room,Hotel,,Udaipur,,,,,,,,,"₹1,285",,,,,,,
44,Gokul Niwas Home Stay Udaipur 1St,Hotel,,Udaipur,,,,,,,,,"₹1,100",,,,,,,
45,Hotel Lotus Inn Near Udaipur City Railway Station,Hotel,"Mahaveer tower khera cricle, Sector 14, Savina, Udaipur, Gordhan Vilas Rural, Rajasthan 313002, India",Udaipur,096492 11202,,,,,,4.2,135.0,"₹1,100",Hotel,http://hotellotus-inn.zoombookdirect.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,,,,,
46,Black Pepper Home Stay,Hotel,"339, Panduwari, Gadiya Devra Marg, Hotel Gangaur Palace, Udaipur, Rajasthan 313004, India",Udaipur,098298 44511,,,,,,4.7,228.0,"₹1,101",Hotel,,,,,,
47,The Park Classic Udaipur,Hotel,"2-3, Durga Nursery Rd, behind Mangalam Fun Square Mal, Parisar, Udaipur, Rajasthan 313002, India",Udaipur,089495 12053,+91 8949512053,+91 7976719480,theparkclassicudaipur@gmail.com,team@expandhotels.com,,4.3,1472.0,"₹1,115",Hotel,https://parkclassicudaipur.com/,https://www.instagram.com/theparkclassicudaipur/,https://www.facebook.com/theparkclassicudaipurs,,,
48,Moustache Udaipur,Hotel,"44 Near Jagdish Chowk Gadiya Devra, Panduwari Rd, Old City, Udaipur, Rajasthan 313004, India",Udaipur,089291 00705,,,,,,4.3,2422.0,"₹1,116",Hotel,https://moustachescapes.com/stay/backpacking-hostels/moustache-udaipur/,,,,,
49,Hostel Mantra,Hotel,"22, Lal Ghat Road, next to Jagat Niwas, Old City, Udaipur, Rajasthan 313004, India",Udaipur,075681 44110,,,,,,4.7,1266.0,"₹1,127",Hotel,https://hostelmantra.com/,,,,,
50,Hotel Apni Haveli,Hotel,"plot no 84, kaldwas riico industrial area, sachi complex, Udaipur, Rajasthan 313001, India",Udaipur,084477 05245,,,,,,4.6,65.0,"₹1,134",Hotel,,,,,,
51,Hotel O Aagman,Hotel,,Udaipur,,,,,,,,,"₹1,065",,,,,,,
52,Ivory Nest,Hotel,,Udaipur,,,,,,,,,"₹1,148",,,,,,,
53,Hotel Evergreen,Hotel,,Udaipur,,,,,,,,,"₹1,150",,,,,,,
54,Townhouse Pichola Formerly Vinayak,Hotel,,Udaipur,,,,,,,,,"₹1,149",,,,,,,
55,Hotel Townhouse At Udaipur City Railway Station,Hotel,,Udaipur,,,,,,,,,"₹1,151",,,,,,,
56,Hotel Sun Palace,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,152",,,,,,,
57,Hotel Sunflower Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,177",,,,,,,
58,Narayans Leela Inn By Sgoh,Hotel,,Udaipur,,,,,,,,,"₹1,198",,,,,,,
59,Chandan Palace Hotel And Paying Guest House,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,199",,,,,,,
60,Devi Villa,Villa,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
61,Hotel Lake Bridge,Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
62,Hotel Delight,Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
63,Relax And Rest,Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
64,"Lakshmi Darshan Gokhada , Home Stay, Dormitory And Complete Family Sojourn",Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
65,Saida Aashiyana,Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
66,Nukkad Guest House Near Lake Pichola,Hotel,,Udaipur,,,,,,,,,"₹1,210",,,,,,,
67,Hotel Anchal Villa By Yb Hotel,Villa,,Udaipur,,,,,,,,,"₹1,230",,,,,,,
68,Hotel Aagman,Hotel,,Udaipur,,,,,,,,,"₹1,233",,,,,,,
69,The Keys By Unique Choice Hotels,Hotel,,Udaipur,,,,,,,,,"₹1,250",,,,,,,
70,The Royal Residency,Hotel,,Udaipur,,,,,,,,,"₹1,260",,,,,,,
71,Soham Haveli - A Lake Facing Stay In Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,272",,,,,,,
72,Vedsa Haveli New,Hotel,,Udaipur,,,,,,,,,"₹1,275",,,,,,,
73,Hotel Padam Palace & Garden,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,275",,,,,,,
74,Hotel Angan 2,Hotel,,Udaipur,,,,,,,,,"₹1,275",,,,,,,
75,Hotel Arawali Hill,Hotel,,Udaipur,,,,,,,,,"₹1,283",,,,,,,
76,Bagol Niwas,Hotel,,Udaipur,,,,,,,,,"₹1,299",,,,,,,
77,Mangal Hotel & Resorts Pool,Resort,,Udaipur,,,,,,,,,"₹1,300",,,,,,,
78,The Rukmani Homestay & Garden,Hotel,,Udaipur,,,,,,,,,"₹1,308",,,,,,,
79,Atithya,Hotel,,Udaipur,,,,,,,,,"₹1,320",,,,,,,
80,Hotel Udaipur Palace And Resort,Resort,,Udaipur,,,,,,,,,"₹1,320",,,,,,,
81,Hotel Golden Rays,Hotel,,Udaipur,,,,,,,,,"₹1,325",,,,,,,
82,Geetanjali Hotel And Resort,Resort,,Udaipur,,,,,,,,,"₹1,329",,,,,,,
83,Rathore Stays,Hotel,,Udaipur,,,,,,,,,"₹1,350",,,,,,,
84,Hotel Lake Vista Stays,Hotel,,Udaipur,,,,,,,,,"₹1,350",,,,,,,
85,Hotel Laxmi Palace,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,350",,,,,,,
86,Vanita Home Stay,Hotel,,Udaipur,,,,,,,,,"₹1,360",,,,,,,
87,Hotel Nikanshvee,Hotel,,Udaipur,,,,,,,,,"₹1,380",,,,,,,
88,Fabhotel Samrat Regency,Hotel,,Udaipur,,,,,,,,,"₹1,387",,,,,,,
89,Krishn Palace Hotel,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,399",,,,,,,
90,Hotel Rajshree,Hotel,,Udaipur,,,,,,,,,"₹1,399",,,,,,,
91,Hotel Maharaja,Hotel,,Udaipur,,,,,,,,,"₹1,400",,,,,,,
92,Hotel Udaipur Stay At Prime Location,Hotel,,Udaipur,,,,,,,,,"₹1,400",,,,,,,
93,Mangal Residency Rooftop Pool,Hotel,,Udaipur,,,,,,,,,"₹1,400",,,,,,,
94,Hotel Ramnivas,Hotel,,Udaipur,,,,,,,,,"₹1,400",,,,,,,
95,Turtle Hostel Udaipur- 10 Mtr From Lake,Hotel,,Udaipur,,,,,,,,,"₹1,403",,,,,,,
96,Treebo The Fresco Lake Pichola,Hotel,,Udaipur,,,,,,,,,"₹1,410",,,,,,,
97,Shalom Backpackers Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,428",,,,,,,
98,Hotel O Aravali Palace,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,396",,,,,,,
99,Treebo Paras Raj Near City Palace,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,437",,,,,,,
100,Tripli Hotels Arunoday Palace,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,440",,,,,,,
101,The Royal Lake View Villa,Villa,,Udaipur,,,,,,,,,"₹1,267",,,,,,,
102,Hotel Nomadic,Hotel,,Udaipur,,,,,,,,,"₹1,440",,,,,,,
103,Nrg Hotel&Restro,Hotel,,Udaipur,,,,,,,,,"₹1,440",,,,,,,
104,Boraj Haveli Guest House,Hotel,,Udaipur,,,,,,,,,"₹1,350",,,,,,,
105,Hotel Vallabhgarh At Pichola Lake Nathi Ghat Brahmpole Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,456",,,,,,,
106,Hotel Haridas Haveli Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,458",,,,,,,
107,"Hotel Madurai Near Central Bus Stand, Udaipur",Hotel,,Udaipur,,,,,,,,,"₹1,462",,,,,,,
108,Elysium Retreat- The Heritage Haveli,Hotel,,Udaipur,,,,,,,,,"₹1,470",,,,,,,
109,Hotel Aaradhya,Hotel,,Udaipur,,,,,,,,,"₹1,490",,,,,,,
110,Townhouse Oak Sagar Lake Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,491",,,,,,,
111,Antariksh -A Beautiful Homestay Near Lake Pichhola,Hotel,,Udaipur,,,,,,,,,"₹1,499",,,,,,,
112,Unique Hotel,Hotel,,Udaipur,,,,,,,,,"₹1,499",,,,,,,
113,Tripli Hotels Blue Moon,Hotel,,Udaipur,,,,,,,,,"₹1,499",,,,,,,
114,Hotel Uddhav Palace,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,500",,,,,,,
115,Shree Ji Palace Hotel,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,500",,,,,,,
116,Lalghat Haveli,Hotel,,Udaipur,,,,,,,,,"₹1,500",,,,,,,
117,Mewar Inn,Hotel,,Udaipur,,,,,,,,,"₹1,500",,,,,,,
118,Rukoo Sa Home Stay,Hotel,,Udaipur,,,,,,,,,"₹1,500",,,,,,,
119,Riddhi Guest House,Hotel,,Udaipur,,,,,,,,,"₹1,500",,,,,,,
120,Fabhotel Diamond I,Hotel,,Udaipur,,,,,,,,,"₹1,512",,,,,,,
121,Hotel The Haveli Lounge And Restaurant,Hotel,,Udaipur,,,,,,,,,"₹1,521",,,,,,,
122,Celebration Suites,Hotel,,Udaipur,,,,,,,,,"₹1,530",,,,,,,
123,Hotel Kamal Hans Palace,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,530",,,,,,,
124,The Uddhav Elite,Hotel,,Udaipur,,,,,,,,,"₹1,536",,,,,,,
125,Udaisa - The Luxury Art,Hotel,,Udaipur,,,,,,,,,"₹1,540",,,,,,,
126,Cosmos Westend City Centre,Hotel,,Udaipur,,,,,,,,,"₹1,565",,,,,,,
127,Hotel Bhagwati Grand With Rooftop Swimming Pool,Hotel,,Udaipur,,,,,,,,,"₹1,571",,,,,,,
128,Sanjana'S Stay,Hotel,,Udaipur,,,,,,,,,"₹1,574",,,,,,,
129,Hotel Naman,Hotel,,Udaipur,,,,,,,,,"₹1,575",,,,,,,
130,Jheel Mahal,Hotel,,Udaipur,,,,,,,,,"₹1,581",,,,,,,
131,Fabhotel Kanchangarh Resort Nr Monsoon Palace,Resort,,Udaipur,,,,,,,,,"₹1,588",,,,,,,
132,Chitrangan The Homestay Of Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,599",,,,,,,
133,Mild Life Hostel Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,600",,,,,,,
134,The Fateh Hotel By Le Pension Stays,Hotel,,Udaipur,,,,,,,,,"₹1,600",,,,,,,
135,Hotel Goyal Inn,Hotel,,Udaipur,,,,,,,,,"₹1,600",,,,,,,
136,Mohan Villa Guest House,Villa,,Udaipur,,,,,,,,,"₹1,600",,,,,,,
137,Tripli Hotels Shourya Residency,Hotel,,Udaipur,,,,,,,,,"₹1,607",,,,,,,
138,"Multiple Stories, Udaipur",Hotel,,Udaipur,,,,,,,,,"₹1,610",,,,,,,
139,"Palette Hotel Sun Royaaleby Checkin, Udaipur",Hotel,,Udaipur,,,,,,,,,"₹1,593",,,,,,,
140,The Lake View Hotel- On Lake Pichola,Hotel,,Udaipur,,,,,,,,,"₹1,639",,,,,,,
141,Jarokha Haveli,Hotel,,Udaipur,,,,,,,,,"₹1,650",,,,,,,
142,The Hosteller Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,657",,,,,,,
143,Hotel Savera,Hotel,,Udaipur,,,,,,,,,"₹1,665",,,,,,,
144,Maa Ji House On Lake Pichola,Hotel,,Udaipur,,,,,,,,,"₹1,667",,,,,,,
145,Palette By Checkin Goverdhan Villas Formerly The White Fresco,Villa,,Udaipur,,,,,,,,,"₹1,673",,,,,,,
146,Hotel O Shree Hanuman,Hotel,,Udaipur,,,,,,,,,"₹1,644",,,,,,,
147,Shaivya Lake Retreat,Hotel,,Udaipur,,,,,,,,,"₹1,680",,,,,,,
148,Hostel Mama,Hotel,,Udaipur,,,,,,,,,"₹1,699",,,,,,,
