SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
1221,Tsavo Skywalk,Hotel,"15854, PQ32+QC4, Wanyee Rd, Nairobi, Kenya",Jaipur,0768 187153,9812000000,,be@lifestyle.ke,mypartner@tsavo.ke,,3.9,87.0,"₹259,454",Establishment,https://tsavo.ke/tsavo-lifestyle/,https://www.instagram.com/tsavo.ke/,https://www.facebook.com/tsavo.ke/,https://www.linkedin.com/in/tsavo-ke-83aa78181/,https://www.youtube.com/channel/UCC5gJFLBR7hS5Z6_GuZZnUQ,https://twitter.com/tsavo_ke
678,Breath Taking Seaview - Best Of Pattaya,Hotel,"115 8 Thanon Pattaya Nuea, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",Jaipur,098 257 0602,,,,,,4.1,1175.0,"₹428,515",Hotel,http://www.pattayaseaviewhotel.com/,https://instagram.com/pattayaseaviewhotel,https://www.facebook.com/pattayaseaviewhotel/,,,
656,Sea View 2 Bed Room Condo At Central Pattaya,Hotel,"Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Jaipur,,,,,,,,,"₹685,624",Hotel,https://www.booking.com/hotel/th/sea-view-2-bed-room-at-great-central-location-pattaya.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-12941355&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-12941355_grp-3_gendate-20260706,,,,,
1220,Sunstar Hotel Nairobi,Hotel,"Along Garden Estate Road, Exit 7, Thika Rd, Nairobi, Kenya",Jaipur,0702 587909,,,info@sunstarhotelnairobi.com,,,4.1,1533.0,"₹858,401",Hotel,http://www.sunstarhotelnairobi.com/,https://www.instagram.com/hotelsunstarnrb,https://www.facebook.com/sunstarhotelnrb/,,,https://twitter.com/sunstarhotel
601,Rambagh Palace,Luxury Hotel,"Bhawani Singh Rd, Rambagh, Jaipur, Rajasthan 302015, India",Jaipur,0141 667 1234,,,,,,4.7,8840.0,"₹39,500",Hotel,https://www.tajhotels.com/en-in/hotels/rambagh-palace-jaipur?utm_source=Google&utm_campaign=Taj-Rambagh-Palace-Jaipur&utm_medium=Local,,,,,
597,Raffles Jaipur,Luxury Hotel,"Khasara No 2060, 2061/2267, Amer, Kukas, Rajasthan 302028, India",Jaipur,,,,,,,4.5,493.0,"₹72,000",Hotel,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B5N1&merchantid=seo-maps-India-B5N1&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,https://www.instagram.com/all.accor,https://www.facebook.com/ALL/,https://www.linkedin.com/company/all-accorlivelimitless/,https://www.youtube.com/All_AccorLiveLimitless,https://twitter.com/all
677,2 Bed Room Seaview Luxury Room,Luxury Hotel,"2, Riico, Kukas, Rajasthan 302028, India",Jaipur,01426 420 000,,,jai.reservations@fairmont.com,,,4.8,18905.0,"₹571,354",Hotel,https://www.fairmont.com/jaipur/?goto=fiche_hotel&code_hotel=A5G0&merchantid=seo-maps-IN-A5G0&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,https://www.instagram.com/fairmontjaipurindia/,https://www.facebook.com/FairmontJaipur,https://www.linkedin.com/company/fairmont-hotels-and-resorts,https://www.youtube.com/fairmonthotels,https://twitter.com/FairmontJaipur
1227,One Bedroom 236 Gigiri Drive,Other,,Jaipur,,,,,,,,,"₹32,432",,,,,,,
1224,1 West Park Suites,Other,"West Park Suites, Ojijo Cl, Nairobi, Kenya",Jaipur,0700 123321,,,,,,4.4,237.0,"₹41,644",Establishment,,,,,,
681,Hus Med 2 Leiligheter,Other,"Aabkari Police Thana, Budhsinghpura, Sanganer, Pratap Nagar, Jaipur, Rajasthan 302033, India",Jaipur,094611 07123,,,,,,4.6,259.0,"₹44,123",Establishment,,,,,,
670,Частная Яхта И Эксклюзивные Приватные Туры По Островам В Паттайе,Other,"Soi Na Jomtien 8, Tambon Na Chom Thian, Amphoe Sattahip, Chang Wat Chon Buri 20250, Thailand",Jaipur,090 130 8535,,,info@vip-pattaya.ru,,,4.3,18.0,"₹98,987",Establishment,http://vip-pattaya.ru/,https://www.instagram.com/vip_pattaya_tour/,,,,
671,Ip On Home 1,Other,"RPXP+47G, Giriraj Nagar, Dholai, Jaipur, Rajasthan 302020, India",Jaipur,,,,,,,5.0,1.0,"₹111,414",Establishment,,,,,,
666,D34长住优惠房-芭提雅市中心高端4间卧室泳池别墅,Other,,Jaipur,,,,,,,,,"₹120,173",,,,,,,
658,Ocean Odyssey,Other,"Harbour Town, TH22 Long St, Thesen Island, Knysna, 6571, South Africa",Jaipur,044 382 0321,,,info@oceanodyssey.co.za,,,4.5,511.0,"₹174,834",Cafe,http://www.oceanodyssey.co.za/,https://www.instagram.com/oceanodysseyknysna/,https://web.facebook.com/OceanOdysseyKnysna,,https://www.youtube.com/channel/UCyBZuczdbyD2optyHtvYkFg,
604,Krishnalaya Mansion By Veo - Part Of Stayvista,Villa,"D-163, Kanti Chandra Rd, D Circle, Kanti Nagar, Sindhi Camp, Jaipur, Rajasthan 302006, India",Jaipur,081049 54254,,,,,,4.5,62.0,"₹34,753",Hotel,http://www.stayvista.com/villa/krishnalaya-mansion?reference_number=prop673b7f06343a7r2vid70?utm_source=google&utm_medium=gmb,,,,,
603,Saffronstays Ambika Farms,Villa,"Jamwaramgarh, Government School, Road, behind Malawala, Malawala, Heerawala, Rajasthan 302027, India",Jaipur,080 6916 0000,8069160000,,,,,4.5,46.0,"₹36,414",Establishment,https://www.saffronstays.com/view/saffronstays-ambika-farms-is-a-luxurious-4-bedroom-villa-on-the-outskirts-of-jaipur-perfect-for-a-peaceful-getaway-enjoy-a-private-pool-sports-activities-and-nearby-attractions-like-amber-fort-and-nahargarh-fort--vlfzgdiff7ifpelh?utm_source=gmb&utm_medium=gmb&utm_campaign=homes-on-gmb&utm_id=gmb,https://www.instagram.com/saffronstays/,https://www.facebook.com/saffronstays,https://www.linkedin.com/company/saffronstays,https://www.youtube.com/channel/UC0lvPYqLKtJ_GkoCG-YPY0A,https://twitter.com/saffronstays
602,The Oberoi Rajvilas Jaipur,Villa,"Babaji Ka Modh, Goner Rd, Jagdish Colony, Prem Nagar, Jaipur, Rajasthan 302031, India",Jaipur,0141 361 0101,,,reservations@oberoigroup.com,Generalmanager.rajvilas@oberoihotels.com,,4.7,4178.0,"₹38,000",Hotel,https://www.oberoihotels.com/hotels-in-jaipur-rajvilas-resort/?utm_source=GMBlisting&utm_medium=organic,https://www.instagram.com/oberoihotels/,https://www.facebook.com/OberoiHotels,,https://www.youtube.com/user/OberoiHotels,https://www.twitter.com/oberoihotels/
1225,Karen Crown 5Br Villa,Villa,"A-6, Airport Enclave, Tonk Rd, Chandrakala Colony, Durgapura, Jaipur, Rajasthan 302018, India",Jaipur,073000 09300,,,,,,4.5,78.0,"₹38,632",Establishment,http://www.thecrownjaipur.in/,,,,,
620,"Saffronstays Abhinandan Villa - 4Br Jaipur Villa With Private Pool, Bathtubs, Gazebo Bonfire & Lawns Facing The Aravallis",Villa,,Jaipur,,,,,,,,,"₹38,760",,,,,,,
599,Angelo'S Farm,Villa,"plot no 2 gorav vihar B, Delhi Road, kukas, Dhand, Rajasthan 302028, India",Jaipur,092568 28782,,,,,,4.7,20.0,"₹50,000",Hotel,https://www.angelosfarm.com/,,,,,
598,Saffronstays Raj Reverie,Villa,"WH49+6HP, Kanarpura at Khanga Ki Dhani, Rajasthan 302041, India",Jaipur,073003 88255,8069160000,,,,,4.8,87.0,"₹51,295",Establishment,https://www.saffronstays.com/view/raj-reverie-jaipur-heritage-luxury-villa-with-private-pool-events-ztskumeljfkab5bu?rooms=4&adults=8&ad_source=google&ad_id=&campaign_id=20075274186&gad_source=1&gad_campaignid=22282021124&gbraid=0AAAAADrc8XAORYq3oNL4Fv3B-WwW6qUwV&gclid=Cj0KCQiAgP_JBhD-ARIsANpEMxzyU9TrgPLwhxZCIAYeBt4rYHuA8SWyUtVu8_vIPJLdH_q40vaEHGIaAo3PEALw_wcB&utm_source=gmb&utm_medium=gmb&utm_campaign=homes_on_gmb&utm_id=gmb,https://www.instagram.com/saffronstays/,https://www.facebook.com/saffronstays,https://www.linkedin.com/company/saffronstays,https://www.youtube.com/channel/UC0lvPYqLKtJ_GkoCG-YPY0A,https://twitter.com/saffronstays
676,Vip Diamond 10 Bedroom Private Pool Villa,Villa,"Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Jaipur,,,,,,,,,"₹103,256",Hotel,https://www.booking.com/hotel/th/vip-diamond-10-br-pool-villa.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-12781371&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-12781371_grp-3_gendate-20260706,,,,,
675,七星爱旅湾13巷 六卧 海滩别墅酒店,Villa,"Kothari Gadh, Ajmer-Jaipur Expy, Bhakrota, Jaipur, Rajasthan 302026, India",Jaipur,081049 54254,,,,,,5.0,45.0,"₹104,643",Hotel,https://www.stayvista.com/,,,,,
673,Holiday Villa Near Pattaya Elephant Village,Villa,"285 Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",Jaipur,061 152 9969,,,,,,4.5,90.0,"₹115,699",Hotel,https://www.facebook.com/hiddenpoolvillapattaya/,,,,,
668,Stayokay Sattahip - Flat House,Villa,"62, 133 หมู่6 Thanon Thetsaban 73, Tambon Sattahip, Amphoe Sattahip, Chang Wat Chon Buri 20180, Thailand",Jaipur,061 027 3373,,,stayokaysattahip@gmail.com,,,4.9,427.0,"₹117,527",Hotel,http://www.stayokaysattahip.com/,https://www.instagram.com/stayokaysattahip/,https://www.facebook.com/stayokaysattahip/,,,
664,Silverlake,Villa,"K-19, Durga Das Path, behind K.C. Memorial eye hospital, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001, India",Jaipur,073000 52827,+91 7300052827,,sunrisemarketingcompany1@gmail.com,,,4.8,227.0,"₹141,410",Establishment,https://www.silverlakepremium.com/,https://www.instagram.com/silverlakepremium_furniture/,https://www.facebook.com/silverlakepremiumfurnitures,,https://www.youtube.com/@Silverlake-Premium,https://x.com/silverlakedecor
665,隱密中的奢華 核心內的精隨 眠月居 尊貴獨棟獨享 Moonlit Villa,Villa,"Sagar City 3, B-107, opp. Jaipur Dental College, Dhand, Rajasthan 302028, India",Jaipur,+91 9799978429,,,reservation@namlihospitality.com,,,4.5,11.0,"₹141,410",Hotel,https://www.namlihospitality.com/namli-hotels-rawstone-luxury-villas-jaipur,https://www.instagram.com/namlihospitality/,https://www.facebook.com/namlihospitality,https://www.linkedin.com/in/namli-hospitality-9381011a9/,,
661,24-Hour Island Hopping Cruise On A Yacht,Villa,"4th Floor, CP 3, 234 Energypolis, Mahal Road, Jagatpura, Jaipur, Rajasthan 302022, India",Jaipur,,,,,,,4.1,3097.0,"₹157,122",Establishment,https://www.thrillophilia.com/,,,,,
659,Stylish 2-Villa Combination By Hi At Home,Villa,"C-41, Shiv Officers Colony, Vidhyadhar Nagar, Jagatpura, Jaipur, Rajasthan 302017, India",Jaipur,097999 78429,+91 9799978429,,reservation@namlihospitality.com,,,4.6,86.0,"₹168,264",Hotel,https://www.namlihospitality.com/namli-hotels-the-hanging-villa-jaipur,https://www.instagram.com/namlihospitality/,https://www.facebook.com/namlihospitality,https://www.linkedin.com/in/namli-hospitality-9381011a9/,,
679,"Villa D'Amico, Pattaya",Villa,"448 251, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",Jaipur,095 416 9299,,,Support@villaamico.com,,,5.0,14.0,"₹208,401",Establishment,http://www.delamico.com/,https://www.instagram.com/del.amico/,https://www.facebook.com/profile.php?id=61586187042522,,,
595,The Leela Palace Jaipur,Villa,"The Leela Palace, NH 11, Delhi Expressway, Kukas, Kookas, Rajasthan 302038, India",Jaipur,01426 350 000,,,reservations@theleela.com,,,4.6,4425.0,"₹315,000",Hotel,https://www.theleela.com/the-leela-palace-jaipur?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gbp-leela-palace-jaipur&utm_content=hotel-website-click,https://www.instagram.com/theleela/,https://www.facebook.com/theleela,https://www.linkedin.com/company/theleela,https://www.youtube.com/user/LeelaHotelsOfficial,https://x.com/theleelahotels
657,Pattaya Homely Pool Villa,Villa,"38, 8, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",Jaipur,081 971 2938,,,hiddengem@hiddengempoolvilla.com,,,5.0,643.0,"₹571,354",Establishment,https://hiddengempoolvilla.com/,https://www.instagram.com/thehiddengem.poolvilla/,https://www.facebook.com/TheHiddenGemPoolVillaPattaya,,,https://x.com/Hiddengemvilla
1271,Nomado Farm 4Bhk W Private Pool,Other,,Jaipur,,,,,,,,,"₹71,000",,,,,,,
1272,Ganeshanti Farm Bunglow,Farm Stay,"Farm No. 1 Mangalam maplewood, BSF Campus Road, Gunawata Labana, NH8, Gunawata, Rajasthan 303002, India",Jaipur,086963 33369,,,,,,4.8,47.0,"₹42,999",Hotel,http://ganeshanti.com/,,,,,
1273,Rawstone Luxury Villas Jaipur,Villa,"Sagar City 3, B-107, opp. Jaipur Dental College, Dhand, Rajasthan 302028, India",Jaipur,+91 9799978429,,,reservation@namlihospitality.com,,,4.5,11.0,"₹38,700",Hotel,https://www.namlihospitality.com/namli-hotels-rawstone-luxury-villas-jaipur,https://www.instagram.com/namlihospitality/,https://www.facebook.com/namlihospitality,https://www.linkedin.com/in/namli-hospitality-9381011a9/,,
1274,Boho Villa Jaipur - 4 Bhk Luxury Villa With Private Pool,Villa,,Jaipur,,,,,,,,,"₹33,264",,,,,,,
1275,Nimbal Dhani A Traditional Palace,Luxury Hotel,"Arihant Vatika, PLOT NO 92, Dhawas, Ward Number 18, Jaipur, Rajasthan 302019, India",Jaipur,093510 00777,,,,,,4.6,38.0,"₹30,150",Hotel,,,,,,
