SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
17,Ramada by Wyndham New Delhi Pitampura,Hotel,"Plot No 10, Rd Number 42, Co-operative Group Housing Societies Pitampura, Pitampura, New Delhi, Delhi, 110034, India",Delhi,011 3503 8659,,,accessibility@wyndham.com,,,3.8,2795,,"establishment, lodging, point_of_interest",https://www.wyndhamhotels.com/ramada/new-delhi-india/ramada-new-delhi-pitampura/overview?CID=LC:wmcic5n98gs1g0r:47921&iata=00093796,https://www.instagram.com/ramadabywyndham/?igshid=1ldltd7a4pc2g,https://www.facebook.com/ramada,,,http://twitter.com/ramadaworldwide
18,Airport Hotel Grand,Hotel,"L 73, NH 8, Near Delhi International Airport, Airport Zone, Block F, Mahipalpur Extension, Mahipalpur, New Delhi, Delhi 110037, India",New Delhi,011 4050 2104,,,,,,3.4,1817,,"establishment, food, lodging, point_of_interest, restaurant",https://airporthotelgrand.com/,,,,,
19,Ashok Country Resort,Resort,"30 Rajokri Road, D Block, Kapas Hera, New Delhi, Delhi 110097, India",New Delhi,098111 12422,9811641100,9811112422,acrhotel@gmail.com,acr@ashokcountryresorts.com,,4.0,1802,,"establishment, food, lodging, point_of_interest, restaurant",https://ashokcountryresorts.com/,,,,,
20,Hotel Mayda Inn- A Boutique Hotel By Mayda Hospitality Pvt. Ltd.,Boutique Hotel,"253, Street Number 5, near Aerocity, Block A, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",New Delhi,099996 17164,+91 9999617164,+91-9811278384,info@maydahospitality.com,,,4.3,1065,,"establishment, lodging, point_of_interest",http://www.maydahospitality.com/,,,,,
21,"Welcomhotel By ITC Hotels, Dwarka, New Delhi",Boutique Hotel,"District Center, Plot No.3, Sector 10 Dwarka, Dwarka, New Delhi, Delhi, 110075, India",Delhi,011 4222 9222,,,reservations@itchotels.com,,,4.5,25853,,"establishment, lodging, point_of_interest",https://www.itchotels.com/in/en/welcomhoteldwarka?utm_source=google&utm_medium=organic&utm_term=welcomhoteldwarka&utm_campaign=listing,https://www.instagram.com/welcomhotel/,https://www.facebook.com/Welcomhotel-310167659660497/,,,https://x.com/ITCHotelscares
22,Novotel New Delhi Aerocity,Hotel,"Asset No 2, Aerocity, New Delhi, Delhi 110037, India",New Delhi,011 4608 0808,,,,,,4.6,21712,,"establishment, lodging, point_of_interest",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7560&merchantid=seo-maps-IN-7560&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,https://www.instagram.com/all.accor,https://www.facebook.com/ALL/,https://www.linkedin.com/company/all-accorlivelimitless/,https://www.youtube.com/All_AccorLiveLimitless,https://twitter.com/all
23,Jaypee Siddharth - 5 Star Luxury Hotels in Delhi,Hotel,"3, Rajendra Place, New Delhi, Delhi 110008, India",New Delhi,011 4366 2500,,,,,,4.3,12621,,"establishment, food, lodging, point_of_interest, restaurant, spa",https://www.jaypeehotels.com/hotel/jaypee-siddharth-new-delhi?utm_source=gmb&utm_medium=google&utm_campaign=organic,,,,,
24,Udman Hotels and Resorts,Resort,"National Highway, 8, Mahipalpur - Rangpuri Rd, near to Shiv Murti, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110037, India",New Delhi,097113 01078,,,info.g@udmanhotels.com,info.p@udmanhotels.com,reservations.gnoida@udmanhotels.com,4.8,883,,"establishment, lodging, point_of_interest",https://www.udmanhotels.com/udman-hotels-resorts-nh-8/,https://www.instagram.com/udmanhotelsandresorts/,https://www.facebook.com/profile.php?id=61573250600313,,,
25,Roseate House,Hotel,"Asset 10, Northern Access Rd, Aerocity, Hospitality District, Indira Gandhi International Airport, New Delhi, Delhi 110037, India",New Delhi,011 7155 8800,+91 9999834967,+91 9599054466,,,,4.5,14161,,"establishment, lodging, point_of_interest",http://www.roseatehotels.com/newdelhi/roseatehouse/,https://www.instagram.com/roseatehouse/,https://www.facebook.com/roseatehouse,,https://www.youtube.com/roseatehotelsresorts,https://x.com/roseatehouse
26,Calista Resort,Resort,"37/2-4 Old, NH 48, D Block, Kapas Hera, New Delhi, Delhi 110097, India",New Delhi,099111 97112,+91 8800010129,,info@calistaresorts.com,,,4.2,4927,,"establishment, lodging, point_of_interest",https://calistaresorts.com/,https://www.instagram.com/calistaresort_official/,https://www.facebook.com/calistaresort,,,
27,Bloomrooms @ New Delhi Railway Station,Hotel,"8591, Arakashan Rd, opp. New Delhi Railway Station, Arya Nagar, Paharganj, New Delhi, Delhi, 110055, India",Delhi,011 4551 2740,,,,,,4.5,5726,,"establishment, lodging, point_of_interest",https://staybloom.com/hotels/delhi/bloomrooms-new-delhi-railways,,,,,
28,ibis New Delhi Aerocity,Hotel,"IGI Rd, Aerocity, Ibis, New Delhi, Delhi, 110037, India",Delhi,011 4302 0202,,,,,,4.5,36441,,"establishment, lodging, point_of_interest",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7484&merchantid=seo-maps-IN-7484&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,https://www.instagram.com/all.accor,https://www.facebook.com/ALL/,https://www.linkedin.com/company/all-accorlivelimitless/,https://www.youtube.com/All_AccorLiveLimitless,https://twitter.com/all
29,Seven Seas Hotel,Boutique Hotel,"12, Mangalam Place, Sector 3, Rohini, New Delhi, Delhi, 110085, India",Delhi,011 4340 0000,9990200004,,info@sevenseashotel.com,,,4.3,11544,,"establishment, lodging, point_of_interest",http://www.sevenseashotel.com/,https://www.instagram.com/sevenseashotel/,https://www.facebook.com/sevenseashotels/,,https://www.youtube.com/channel/UCVPE-cgIISp88kBHpuA4_rg,https://twitter.com/Sevenseashotel
30,"The Roseate, New Delhi",Boutique Hotel,"National Highway 8, D Block, Samalka, New Delhi, Delhi 110097, India",New Delhi,011 3355 2211,+91 9599054466,+91 9910057942,,,,4.5,3940,,"establishment, lodging, point_of_interest",https://www.roseatehotels.com/newdelhi/theroseate/,https://www.instagram.com/theroseate,https://www.facebook.com/TheRoseate,https://www.linkedin.com/company/theroyalparkhotellondon-aroseatehouse/,https://www.youtube.com/channel/UCFxg7Abfz55ArbvE9X_BUJw/featured,
31,Park Inn by Radisson New Delhi Lajpat Nagar,Hotel,"1&2, Ring Rd, Vikram Vihar, Lajpat Nagar 4, Lajpat Nagar, New Delhi, Delhi 110024, India",New Delhi,011 4651 5151,,,,,,4.2,3561,,"establishment, lodging, point_of_interest",https://www.radissonhotels.com/en-us/hotels/park-inn-new-delhi-lajpat-nagar?cid=a:se+b:gmb+c:apac+i:local+e:pii+d:ind+h:INDLDELLAJ,,,,,
32,The Lalit New Delhi,Hotel,"Fire Brigade Lane, Barakhamba, New Delhi, Delhi 110001, India",New Delhi,011 4444 7777,,,,,,4.4,31618,,"establishment, lodging, point_of_interest",https://www.thelalit.com/the-lalit-delhi/,,,,,
33,Emarald Hotels & Resorts,Resort,"Connaught Place, Babar Rd, Opposite Opp The Lalit Fire Brigade Lane 112, Fire Brigade Lane, Barakhamba, New Delhi, Delhi 110001, India",New Delhi,011 4004 4000,+91 8920589042,,salesdelhi@emarald.in,,,4.0,1108,,"establishment, lodging, point_of_interest",https://www.emaralddelhi.in/,https://www.instagram.com/hotelemaralddelhi,https://www.facebook.com/delhi.hotelemarald,,,
34,V Resorts Farm Stay Delhi,Resort,"2 Sheesham Lane, Dera Mandi Retreat, Dera Mandi Link Road Village Dera Mandi, Dera Village, Chhatarpur, New Delhi, Delhi 110074, India",New Delhi,,,,,,,3.9,278,,"establishment, lodging, point_of_interest",http://www.vresorts.in/resorts/v-resorts-farm-delhi,,,,,
35,"Sloshout - Villas, Farmhouses, Restaurants and Banquets for Parties and Weddings",Farmhouse,"Office No. 19, A1 Basement, Metro Pillar No 330, Tagore Market, Block A, Indira Colony, Kirti Nagar, New Delhi, Delhi, 110015, India",Delhi,085888 26881,+91-8588826881,+91 8588826881,info@sloshout.com,,,4.3,590,,"establishment, food, lodging, point_of_interest",https://www.sloshout.com/,https://www.instagram.com/sloshout_,https://www.facebook.com/people/Sloshout-Restaurants-Villas-Farmhouses-Banquets-for-Parties/100086171656997/,https://www.linkedin.com/company/sloshout,https://www.youtube.com/channel/UCg9W1-Mp__tNcbqAt69OO4A?view_as=subscriber,https://twitter.com/sloshout1
36,Mallu Farms - Wedding Farmhouse | Wedding Hall | Banquet Hall | Wedding Planner | Wedding Venues,Farmhouse,"204, Chattarpur Mandir Rd, Ansal Villas, Satbari, New Delhi, Delhi 110074, India",New Delhi,097174 17353,+91-9773927345,+91-9717417353,info@mallufarms.com,,,4.5,3262,,"establishment, point_of_interest",https://mallufarms.com/,https://www.instagram.com/mallufarms,https://www.facebook.com/mallufarms,https://www.linkedin.com/in/mallu-farms,https://www.youtube.com/@mallufarms,
37,Saroj Jain Vatika - Best Farmhouse in Delhi NCR,Farmhouse,"46/A, near SAMTA YOG ASHRAM, SALLAHPUR, Bijwasan, New Delhi, Delhi, 110061, India",Delhi,093101 95884,9310195884,,info@sarojjainvatika.com,,,4.8,61,,"establishment, point_of_interest",https://sarojjainvatika.com/,https://www.instagram.com/sarojjainvatika?igshid=MTNiYzNiMzkwZA==,https://www.facebook.com/profile.php?id=61554234879401,,https://www.youtube.com/channel/UCZnKIT2JS6oFU43KK-r5udQ,
38,PartyVillas.in - Villas & Farmhouses for Party and Wedding Functions,Farmhouse,"A-247 Fragrance Tower, Block C, Adarsh Nagar, New Delhi, Delhi, 110033, India",Delhi,088600 38373,+91 8860038373,8860038373,,,,4.8,159,,"establishment, point_of_interest",https://www.partyvillas.in/,https://www.instagram.com/party_villas/,https://www.facebook.com/PartyVillasOfficial/,,https://www.youtube.com/@PartyVillas,https://x.com/partyvillas1
39,Marwah Farms Delhi | Luxury Villas & Farmhouses for Weddings & Parties,Farmhouse,"R58F+CJV, Hiranki, Delhi, 110036, India",Delhi,072178 52519,+91 9090601605,,,,,4.9,151,,"establishment, lodging, point_of_interest",https://marwahfarms.com/,,,,,
40,THE GREENWOOD PALACE - Luxury Farmhouse in delhi,Farmhouse,"46 , Palam Farm, near Samta Yog Ashram, Salapur Khera Village, Bijwasan, New Delhi, Delhi, 110061, India",Delhi,099998 22698,,,,,,4.1,41,,"establishment, lodging, point_of_interest",https://thegreenwoodpalace.com/,,,,,
41,Themis Farmhouse – A Luxury Poolside Farm Stay: Delhi NCR,Farmhouse,"Themis Farm House, Jaunti, Delhi, Mukandpur, Delhi 110081, India",Mukandpur,099991 23300,,,info@themishouse.in,infofarm@themishouse.in,,4.7,109,,"establishment, lodging, point_of_interest",http://www.themismudhouse.com/,,,,,
42,Hyde Park Farmhouse,,"New Colony, Sultanpur, New Delhi, Delhi 110030, India",New Delhi,,,,,,,4.0,21,,"establishment, point_of_interest",,,,,,
43,Ratiram Farm,,"Ratiram Farm Village, Zindpur, Delhi, 110036, India",Delhi,097174 46544,,,,,,4.7,183,,"establishment, point_of_interest",,,,,,
44,Farm house wedding,Farmhouse,"Pushpanjali Farms, Delhi, New Delhi, Delhi 110061, India",New Delhi,,+91-9990883147,+91-9971834101,arise@royalcollectionhotels.com,,,5.0,17,,"establishment, point_of_interest",http://www.arisevillage.com/,https://www.instagram.com/ariserusticvillageresort/,https://www.facebook.com/ariserusticvillageresorts/,https://www.linkedin.com/in/arise-rustic-village-resort-a416963a1/,https://www.youtube.com/@ariserusticvillageresort,https://x.com/ariserusticv
45,Asola Farms,,"Asola, Fatehpur Beri, New Delhi, Delhi 110074, India",New Delhi,098102 44568,,,,,,4.1,339,,"establishment, point_of_interest",,,,,,
46,Farmhouse for Pool Party and Weddings in Delhi - Party Now,Farmhouse,"Nehru Place, Wolk, 40-41 Lower, Siri Fort Institutional Area, Siri Fort, New Delhi, Delhi 110049, India",New Delhi,097111 26593,8588826880,,,,,4.6,61,,"establishment, point_of_interest",https://partynow.co.in/farmhouse/,,,,,
47,Jeet Farm House,Farmhouse,"Holambi Khurd, Delhi, 110082, India",Delhi,093158 80382,,,info@jeetfarm.in,,,4.2,389,,"establishment, point_of_interest",https://jeetfarm.in/?utm_source=google&utm_medium=gmb,https://www.instagram.com/aquaone_by_jeetfarm,https://www.facebook.com/jeetfarmhouse,,https://www.youtube.com/channel/UC7w7LgyQ5ITtuFmKpgV-vLA,
48,"Bristol Farm, North Delhi",,"Bakoli, Delhi, 110036, India",Delhi,082870 01010,,,,,,4.2,926,,"establishment, point_of_interest",,,,,,
49,RC farm house,,"New Sarla Vihar, Sabhapur, Delhi, Ghaziabad, Uttar Pradesh 201102, India",Ghaziabad,,,,,,,4.3,151,,"establishment, point_of_interest",,,,,,
50,Farmwalk,Hotel,"4th floor, Venturex Landmark Cyberpark, Prajapati Rd, Sector 67, Gurugram, Haryana 122101, India",Gurugram,096494 46406,,,,,,4.8,103,,"establishment, lodging, point_of_interest",https://instagram.com/farm_walk?igshid=YmMyMTA2M2Y=,,,,,
51,Farmhouse Inn,Farmhouse,"M.S 21 Stone KH No - 18/16/2, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110038, India",New Delhi,,,,,,,4.3,57,,"establishment, lodging, point_of_interest",http://www.farmhouseinn.in/,,,,,
52,Farmhouse in Chattarpur for Party,Farmhouse,"301, Sultanpur, New Delhi, Delhi 110030, India",New Delhi,098730 95310,+91-9873095310,7669374272,,,,3.9,11,,"establishment, point_of_interest",https://farmhouseinchattarpurforparty.in/,,,,,
53,SHRI JI GARDEN | Best in delhi Ncr | luxury | Farmhouse stay,Farmhouse,"179, Kushak Hiranki Rd, Hiranki, New Delhi, Delhi, 110036, India",Delhi,,,,,,,4.8,19,,"establishment, lodging, point_of_interest",https://www.instagram.com/shrijigarden,,,,,
54,Divine farms,Hotel,"Chandan hola, Near Shani Dham Mandir ,, Main Chhattarpur Road, Chhattarpur, Chandan hola, Shahurpur, Satbari, New Delhi, Delhi 110074, India",New Delhi,083770 04900,,,,,,4.3,1434,,"establishment, point_of_interest",https://divinefarms.in/,,,,,
55,Hotel Shine Couple Friendlly | Rohini west metro station,Hotel,"Pocket No, House No.18, 85, H-32, near Vishram Chowk, Sector 3, Sector 4B, Rohini, Delhi, 110085, India",Delhi,081305 21617,+91 8130521617,,,,,4.8,708,,"establishment, lodging, point_of_interest",https://hotel-shine-rohini.grexa.site/,,,,,
56,ANMOL ROOMS,Hotel,"8125, Arakashan Rd, Arya Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,,,,,,,3.0,4,,"establishment, lodging, point_of_interest",http://anmolhotel.co.in/,,,,,
57,Mahesh Guest House,,"Shop No. T-316, General Market, Ramdwara Rd, near Khanna Cinema, Bazar Sangatrashan, Sidarth Basti, Bharat Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,097185 98229,,,,,,4.1,785,,"establishment, lodging, point_of_interest",,,,,,
58,Hotel Prince Palace (The Green),,"Part) Gali Thanedar Wali, 5116-17-18, Main Bazar Rd, near MyBar & restaurant, Bharat Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,,,,,,,3.5,774,,"establishment, lodging, point_of_interest",,,,,,
59,Staybook Atlanta New Delhi Train Station,Hotel,"7971, Arakashan Rd, Arakashan, Paharganj, New Delhi, Delhi 110055, India",New Delhi,099106 38216,,,,,,4.5,2513,,"establishment, lodging, point_of_interest",https://staybook.in/hotels/staybook-atlanta-new-delhi-train-station-new-delhi,https://www.instagram.com/staybook_in/,https://www.facebook.com/budgetfriendlyhotel?paipv=0&eav=AfZ-waWz6OajACPaAqHeTptaNS9Rt4i4iwbdVK0jE5KwoQfbZ6GsLkTVHLjTpMMeyxk,,,https://twitter.com/staybook_in
60,Staybook Hotel Aira New Delhi,Hotel,"F/F, 1/5, Desh Bandhu Gupta Rd, opposite police station, Motia Khan, Paharganj, New Delhi, Delhi 110055, India",New Delhi,083739 29299,,,,,,4.4,1211,,"establishment, lodging, point_of_interest",https://staybook.in/hotels/staybook-aira-xing-new-delhi,https://www.instagram.com/staybook_in/,https://www.facebook.com/budgetfriendlyhotel?paipv=0&eav=AfZ-waWz6OajACPaAqHeTptaNS9Rt4i4iwbdVK0jE5KwoQfbZ6GsLkTVHLjTpMMeyxk,,,https://twitter.com/staybook_in
61,Hotel O Delhi,,"Metro Pillar No. 88, 8/32, opposite Multi Level Parking, behind Haldirams, Block 8, WEA, Karol Bagh, New Delhi, Delhi, 110005, India",Delhi,011 4568 9865,,,,,,4.4,1034,,"establishment, lodging, point_of_interest",,,,,,
62,Hotel The Raj,,"8494, Arakashan Rd, Ram Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,,,,,,,3.0,988,,"establishment, lodging, point_of_interest",,,,,,
63,Hotel Klick International,Hotel,"3357, Gali Hari Mandir, opp. Hotel Chopra International, Ratan Lal Market, Aram Bagh, Paharganj, New Delhi, Delhi 110055, India",New Delhi,096676 20652,,,,,,3.1,941,,"establishment, lodging, point_of_interest",http://www.booking.com/hotel/in/leo-continental-new-delhi.html,,,,,
64,Hotel Pawan Plaza at Karol Bagh,Hotel,"7a/8, Channa Market, Channa Market, Block 7A, WEA, Karol Bagh, New Delhi, Delhi, 110005, India",Delhi,096256 56730,,,,,,3.9,345,,"establishment, lodging, point_of_interest",http://www.hotelpawanplaza.com/,,,,,
65,Jagannath B&B Hotel,,"G 17/4, South Extension, Part 2, New Delhi, Delhi 110019, India",New Delhi,099999 63374,,,,,,4.0,496,,"establishment, lodging, point_of_interest",,,,,,
66,Hotel O Olive Saffron,Hotel,"6, Pocket, 15-A, Pocket-1, Sector 24, Rohini, Delhi, 110085, India",Delhi,0124 620 1616,,,,,,3.4,276,,"establishment, lodging, point_of_interest",https://www.oyorooms.com/111407?utm_source=Google&utm_medium=GMB,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
67,Aman Residency,,"No. 3, C.S.C, Sector 6 Rd, DDA Market, Sector 6B, Rohini, Delhi, 110085, India",Delhi,093542 02415,,,,,,3.8,44,,"establishment, lodging, point_of_interest",,,,,,
68,Hotel Lav-kush Deluxe,,"7784-7800, Arakashan Rd, Prem Nagar, Ram Nagar, Paharganj, Delhi, 110055, India",Delhi,081301 75711,,,,,,3.9,1359,,"establishment, lodging, point_of_interest",,,,,,
69,Hotel Green Arrow Rohini,,"Hargovind Vihar, A 02, Sir Chotu Ram Marg, near Police Station, Lodhi Colony, Sector 4, Rohini, Delhi, 110085, India",Delhi,,,,,,,4.4,7,,"establishment, lodging, point_of_interest",,,,,,
70,Royal Residency Rohini,,"B-3/357, near Rajiv Gandhi Cancer institute, Pocket 3, Sector 6, Rohini, Delhi, 110085, India",Delhi,,,,,,,4.4,18,,"establishment, lodging, point_of_interest",,,,,,
71,Hotel O Rachna tourist lodge,Hotel,"8510Arakashan, RAILWAY STATION, NA, Road, behind Shiela CinemaNear, Arya Nagar, Paharganj, New Delhi, Delhi 110055, India",New Delhi,0124 620 1616,,,,,,2.6,454,,"establishment, lodging, point_of_interest",https://www.oyorooms.com/15623/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
72,"Le ROI Delhi Hotel, Paharganj",Hotel,"Railway Station, No.2206, Rajguru Marg, near New Delhi, Bazar Sangatrashan, Chuna Mandi, Paharganj, New Delhi, Delhi 110055, India",New Delhi,093508 12345,,,booking@leroihotels.com,revenuemgr@leroihotels.com,,3.9,3984,,"establishment, lodging, point_of_interest",https://www.leroihotels.com/le-roi-delhi-hotel-paharganj/,,https://www.facebook.com/Le-ROI-Delhi-113792067421445,,https://www.youtube.com/channel/UCrmOxrjTu6OeMm4reyUbkmw/videos,https://twitter.com/DelBudgetHotel
73,Edge Homestay,,"C-17.Road, no 4, Gali Number 11, near aggarwal sweets, Block RZ, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",New Delhi,098182 37814,,,,,,4.3,152,,"establishment, lodging, point_of_interest",,,,,,
