SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
577,The Galaxy Resort & Convention Centre,Resort,"Mahindra World CityRajasthan, Kalwara, Rajasthan 302037, India",Jaipur,098498 25108,+91 7849825108,,sales@thegalaxybanquetsandresort.co,,,4.7,220.0,"₹22,500",Hotel,https://thegalaxybanquetsandresort.co/,https://www.instagram.com/thegalaxyresortandconvention?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://www.facebook.com/share/1WGFxZGths/,,https://www.youtube.com/@thegalaxybanquet,
578,The Rose Gold By Veo - Part Of Stayvista,Hotel,"Bhakrota, Rajasthan 302026, India",Jaipur,,,,,,,,,"₹21,524",Hotel,,,,,,
579,The Tree House By Veo - Part Of Stayvista,Hotel,"Plot No 35, Ratnapuri Colony, Mittal Colony, Sodala, Jaipur, Rajasthan 302006, India",Jaipur,081049 54254,,,,,,4.4,28.0,"₹21,524",Hotel,http://www.stayvista.com/villa/the-tree-house?reference_number=prop673b7f13bf37c1ajznkw?utm_source=google&utm_medium=gmb,,,,,
580,Jaipur Marriott Hotel,Hotel,"Ashram Marg, near Jawahar Circle, Jai Jawan-2, Choti Chopad, Chandrakala Colony, Durgapura, Jaipur, Rajasthan 302015, India",Jaipur,0141 456 7777,,,,,,4.5,18827.0,"₹21,498",Hotel,https://www.marriott.com/en-us/hotels/jaimc-jaipur-marriott-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,,,
581,Stayvista At House Of Palm With Bonfire & Pool,Hotel,"Ansal Sushant City 1, Plot No B 94/95/96, Sushant City - I, Inaayat, Jaipur, Rajasthan 303706, India",Jaipur,081049 54254,,,,,,4.1,9.0,"₹21,196",Hotel,http://www.stayvista.com/villa/inaayat?reference_number=prop673b7f11bdc96gquhy2d?utm_source=google&utm_medium=gmb,,,,,
582,Niravi Jaipur,Boutique Hotel,"2, Peelwa Garden, Moti Doongri Rd, Anand Puri, Bees Dukan, Adarsh Nagar, Jaipur, Rajasthan 302004, India",Jaipur,091661 87263,,,contact@niravijaipur.com,reservations@vskinnkeeping.com,innkeeping@vskinnkeeping.com,4.8,89.0,"₹21,000",Hotel,https://www.niravijaipur.com/,https://www.instagram.com/niravi.jaipur,,,,
583,Mementos By Itc Hotels Jaipur,Boutique Hotel,"Khasra No. 66, near Kukas, Natata, Amer Chak No.2, Rajasthan 302028, India",Jaipur,01426 352 000,,,reservations@itchotels.com,clubitc.care@itchotels.com,,4.8,768.0,"₹20,000",Hotel,https://www.itchotels.com/in/en/mementosjaipur,https://www.instagram.com/itchotels/?hl=en,https://www.facebook.com/ITCHotels/,https://in.linkedin.com/company/itc-hotels,https://www.youtube.com/user/itchotels,https://x.com/ITCHotelscares
584,Buena Vista Luxury Garden Spa Resort,Resort,"Delhi - Jaipur Expressway Pilli Ki Talai, XWQ4+CRF, Kunda, Amer, Jaipur, Rajasthan 302028, India",Jaipur,091191 12288,,,fom@buenavistaindia.com,reservations@buenavistaindia.com,,4.5,1591.0,"₹20,000",Hotel,https://www.buenavistajaipur.com/,https://www.instagram.com/buenavistaluxuryresort/,https://www.facebook.com/BuenaVistaJaipur,,https://www.youtube.com/@buenavistaluxuryresort,https://x.com/buenavistajai/
585,"Ginger Jaipur, Ajmer Road",Hotel,"WQ2M+JX6 Mangalam GeejGarh House, Hawa Sadak Rd, near DCB Bank, Hawa Sadak, Geejgarh Vihar Colony, Bais Godam, Jaipur, Rajasthan 302006, India",Jaipur,0141 665 4000,,,,,,4.1,3385.0,"₹19,498",Hotel,https://www.gingerhotels.com/hotels/ginger-jaipur?utm_source=google&utm_medium=hotelgmb&utm_campaign=jaipur_gmb,,,,,
586,Rose Amer,Boutique Hotel,"7, Sawai Pratapsingh Rd, Madrampur, Civil Lines, Jaipur, Rajasthan 302006, India",Jaipur,090575 31001,+91 7073062737,+91 9257033799,reservations@roseamer.in,,,4.6,252.0,"₹19,200",Hotel,https://roseamer.in/,https://www.instagram.com/roseamer_jaipur,https://www.facebook.com/people/Ros%C3%A9Amer/100093183611479/,,,
587,"Stayvista At Rustic Roots With Bonfire, Lawn",Hotel,"khushi city, P No B-17, Block Bindayaka, Jhotwara, Jaipur, Rajasthan 302012, India",Jaipur,081049 54254,,,,,,5.0,41.0,"₹19,119",Hotel,https://www.stayvista.com/villa/rustic-roots,,,,,
588,Alila Fort Bishangarh Jaipur - A Hyatt Brand,Hotel,"Manoharpur - Bishangarh Link Rd, off Nh-8, At, Bishangarh, Rajasthan 303104, India",Jaipur,01422 276 500,,,,,,4.5,2101.0,"₹19,000",Hotel,https://www.hyatt.com/alila-hotels-and-resorts/en-US/jaial-alila-fort-bishangarh?src=corp_lclb_google_seo_jaial&utm_source=google&utm_medium=organic&utm_campaign=lmr,,,,,
589,Yutori Stays A Mini Boutique Resort,Resort,"Sirsi Road, Fatehpura, Rajasthan 303007, India",Jaipur,080034 71674,,,,,,4.7,29.0,"₹18,513",Hotel,,,,,,
590,Anopura Jaipur,Farmhouse,"samred kalan, jamwa ramgarh, Jaipur, Anoppura, Rajasthan 303109, India",Jaipur,097837 55555,+919783755555,,info@anopura.com,,,4.5,235.0,"₹15,840",Hotel,http://www.anopura.com/,https://www.instagram.com/anopura.jaipur/,https://www.facebook.com/Anopuraresort/,,,
591,Aashvi Homes - 4Bhk Apartment,Hotel,"Near Trimurti Circle, Rambagh, Jaipur, Rajasthan 302004, India",Jaipur,,,,,,,,,"₹18,000",Hotel,,,,,,
592,La Vida Retreat,Boutique Hotel,"200ft Road, opp. HDFC Bank, Jaisinghpura, Bhankrota, Jaipur, Rajasthan 302026, India",Jaipur,092166 46440,+91 9216646440,,info.krivam@gmail.com,,,4.9,145.0,"₹18,000",Hotel,https://lavidaretreat.com/,https://www.instagram.com/lavidaretreat/,,,,
593,Hotel Narain Niwas Palace,Luxury Hotel,"Hotel Narain Niwas Palace Kanota Bagh, Narayan Singh Rd, Rambagh, Jaipur, Rajasthan 302004, India",Jaipur,0141 256 3448,,,,,,4.4,1505.0,"₹17,969",Hotel,https://hotelnarainniwas.com/?utm_source=gmb&utm_medium=orgnic&utm_campaign=gmb_traffic,,,,,
594,Prithvi Farms & Resorts,Resort,"Priti Paradise Rd, Sumel, Jaipur, Rajasthan 302031, India",Jaipur,073000 60007,,,,,,5.0,23.0,"₹17,600",Hotel,http://www.prithvifarmsresorts.com/,,https://www.facebook.com/Plesk,,https://www.youtube.com/channel/UCeU-_6YHGQFcVSHLbEXLNlA/playlists,
595,Stayvista At Villa M3 - Farmstay With Lawn & Pool,Villa,,Jaipur,,,,,,,,,"₹17,376",,,,,,,
596,Elivaas Hari Bagh 4 Bhk Villa With Gaming Zone & Art Nook,Farmhouse,"Devgaon Rd, near dev gaon stand, jheenjha, Bassi, Jaipur, Rajasthan 303301, India",Jaipur,079 6931 6140,,,,,,5.0,38.0,"₹17,345",Hotel,https://www.elivaas.com/villa-in-jaipur/hari-bagh-4bhk-villa,,,,,
597,"Brij Bageecha, Jaipur - Ihcl Seleqtions",Boutique Hotel,"Bhanpur-Saiwar Road Village Bhanpur Kalan, Kukas, Bhanpur Kalan, Rajasthan 302028, India",Jaipur,080 6905 7704,,,reservations@brijhotels.com,,,4.4,279.0,"₹16,256",Hotel,https://www.brijhotels.com/brij-bageecha-kukas-jaipur/,https://www.instagram.com/brijhotels/,https://www.facebook.com/brijhotels/,https://in.linkedin.com/company/brij-hotels,,
598,Ramat Niwas By Kutani Stays,Hotel,"S-11, Ramat Niwas, Ambabari, Vidyadhar Nagar, Jaipur, Rajasthan 302039, India",Jaipur,099205 06359,,,,,,5.0,26.0,"₹17,199",Hotel,https://kutanistays.com/,,,,,
599,Shree Nikunj - A Luxury Boutique Homestay In Jaipur,Boutique Hotel,"Vidyanagar, Vaishali Nagar, Jaipur, Rajasthan 302021, India",Jaipur,,,,,,,,,"₹17,050",Hotel,https://www.bluepillow.com/search/65c9ee8f671b07d23c68b2b3?dest=bkng&cat=House&lat=26.91867&lng=75.74064&language=en,,,,,
600,"Itc Rajputana, A Luxury Collection Hotel, Jaipur",Hotel,"Palace Road, Gopalbari, Jaipur, Rajasthan 302006, India",Jaipur,0141 405 1600,,,,,,4.7,19317.0,"₹17,000",Hotel,https://www.marriott.com/en-us/hotels/jailc-itc-rajputana-a-luxury-collection-hotel-jaipur/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,,,
601,Raghuvan Farm,Farmhouse,"Begas Rd, Fatehpura, Chak Begas, Rajasthan 303007, India",Jaipur,089059 99255,,,,,,5.0,48.0,"₹17,000",Hotel,http://raghuvanfarm.com/,,,,,
602,Shakun Hotels And Resorts,Resort,"D-28, Subhash Marg, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001, India",Jaipur,0141 719 9100,,,,,,4.3,4612.0,"₹16,999",Hotel,https://www.shakunhotels.com/,,,,,
603,Super Collection O Mall Of Jaipur Formerly Madhu Pushp Bhawan,Hotel,"Plot No. 132, Sirsi Rd, Hanuman Nagar Extension, Paschim Vihar, Vaishali Nagar, Jaipur, Rajasthan 302021, India",Jaipur,0124 433 0599,,,,,,4.0,30.0,"₹15,131",Hotel,https://www.oyorooms.com/351988/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
604,Sarovar Premiere Jaipur,Hotel,"Sarovar Premiere Sahkar Marg, Tonk Rd, Lalkothi, Jaipur, Rajasthan 302015, India",Jaipur,0141 439 8000,,,sprj@sarovarhotels.com,reservation@sarovarhotels.com,,4.3,3041.0,"₹16,898",Hotel,http://www.sarovarhotels.com/sarovar-premiere-jaipur/,,,,,
605,"Roop Garh Palace, Jaipur",Luxury Hotel,"250 Meters from NH11, opposite Amity University, Chak Charanwas, Rajasthan 303002, India",Jaipur,097021 50041,+91 9829206680,+91 8850368690,roopgarhpalace@naturekalp.com,info@naturekalp.com,naturekalpresort@gmail.com,4.7,277.0,"₹16,875",Hotel,http://www.naturekalp.com/,https://www.instagram.com/naturekalpresorts,https://www.facebook.com/profile.php?id=100083980544034,,,
606,Abode Jaipur,Boutique Hotel,"211, Kishanpole Bazar Rd, Modikhana, Jaipur, Rajasthan 302003, India",Jaipur,,,,,,,4.7,51.0,"₹15,119",Hotel,https://www.abodeboutiquehotels.com/,,,,,
607,"Stayvista'S Wildwood Canopy - Forest-View, Pet-Friendly Villa With Lawn & Indoor-Outdoor Games",Villa,"Rajasthan 303002, India",Jaipur,,,,,,,,,"₹15,031",Hotel,,,,,,
608,"Bamboo Saa Sunrrise Wedding & Wellness Resort, Jaipur",Resort,"Delhi-Chandwaji-Ajmer Bypass Express Highway,Village Sar, 4VQ8+J9R, Bilonchi, Rajasthan 303805, India",Jaipur,088003 36027,+91 8800336027,+918800336027,fom.jpr@bamboosaa.in,salesmgr.jpr@bamboosaa.in,reception.jpr@bamboosaa.in,4.3,3118.0,"₹16,413",Hotel,https://www.bamboosaa.com/sunrrise-wedding-wellness-resort-jaipur/,https://www.instagram.com/sunriseresortofficial/,https://www.facebook.com/sunriseresortofficial/,https://www.linkedin.com/company/bamboosaa,https://www.youtube.com/@SunriseResortOfficial,
609,"The Tree House Resort, Jaipur- A Club Mahindra Associate",Resort,"Nature farms, NH11c, opp. AMITY UNIVERSITY JAIPUR, Rajasthan 303002, India",Jaipur,0141 714 4777,,,,,,4.4,1646.0,"₹16,545",Hotel,http://www.treehouseresort.in/,https://www.instagram.com/treehouseresort/,https://www.facebook.com/treehouseresort,,https://www.youtube.com/channel/UCNQgG6Y1wLZkEqnJrPSymaQ,
610,Alaya Stays Ramalaya 4 Bhk Villa With Garden,Villa,"RAMALYA 11/37, Girdhar Marg, Sector 11, Malviya Nagar, Jaipur, Rajasthan 302017, India",Jaipur,079 6931 6141,,,,,,4.9,79.0,"₹16,347",Hotel,https://www.elivaas.com/villa-in-jaipur/ramalaya-one-room-in-jaipur,,,,,
611,Souvenir Jaipur,Hotel,"Subash Nagar, Shastri Nagar, Bani Park, Jaipur, Rajasthan 302016, India",Jaipur,091668 59999,,,,,,4.0,3414.0,"₹15,721",Hotel,https://www.souvenirhotels.com/,,,,,
612,Hotel Meghniwas,Hotel,"C-9, Sawai Jai Singh Hwy, Bani Park, Jaipur, Rajasthan 302016, India",Jaipur,0141 220 2035,+916375306309,9314507008,meghniwas@gmail.com,,,4.3,185.0,"₹16,150",Hotel,http://www.meghniwas.com/,,https://www.facebook.com/HotelMeghniwas/,https://in.linkedin.com/company/hotel-meghniwas---india,https://www.youtube.com/channel/UC61DcuMSC8c0jPZukgAKYxw,
613,"7 Apple Hotel Jal Mahal, Jaipur",Hotel,"Amer Rd, opposite Jalmahal, Gujarghati, Parasrampuri, Jaipur, Rajasthan 302002, India",Jaipur,084529 82777,,,sales@7applehotels.com,,,4.6,1597.0,"₹16,125",Hotel,https://www.7applehotels.com/jaipur-hotel-overview?utm_source=Google&utm_medium=GMB,https://www.instagram.com/7applehotels/,https://www.facebook.com/7AppleHotels/,https://www.linkedin.com/company/7applehotelsandresorts/,https://www.youtube.com/c/7applehotelsandresorts,
