SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
17,Hotel O Kalot,Hotel,"Collage K Pass, D 112, VIT Rd, Bank Officers colony, Jaipur, Rajasthan 302017, India",Jaipur,0124 433 0567,,,,,,4,91,₹753,Hotel,https://www.oyorooms.com/175229/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
18,Hotel O Royal Blue,Hotel,"Plot no 291, Jhotwara Rd, Heera Nagar Extension, Amrapali Circle, Vaishali Nagar, Jaipur, Rajasthan 302021, India",Jaipur,0124 433 0567,,,,,,3.5,360,₹756,Hotel,https://www.oyorooms.com/84777/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
19,Madhav Guest House,Hotel,"S-2, Kabir Marg, Sen Colony, Gopalbari, Jaipur, Rajasthan 302006, India",Jaipur,081079 65504,,,,,,4.2,226,₹799,Hotel,https://guest-houses.in/,,,,,
20,Hotel Chit Chat Palace,Luxury Hotel,,Jaipur,,,,,,,,,₹800,,,,,,,
21,Rani Mahal Hotel,Hotel,"Plot No: 24, Lane Number 3, Hawa Sadak, Nandpuri Colony, Bais Godam, Jaipur, Rajasthan 302006, India",Jaipur,094140 42958,+91 9928837979,+91 9414042958,ranimahaljaipur@gmail.com,,,3.9,1328,₹800,Hotel,https://ranimahaljaipur.com/,https://www.instagram.com/hotel_rani_mahal/,https://www.facebook.com/hotel_rani_mahal/,,https://www.youtube.com/@hotelranimahaljaipur9380,
22,Royal Guest House,Hotel,"JECC India Gate, Novotel, Tonk Rd, opposite JECRC college, near BP Petrol pump and Intercontinental, Sitapura Industrial Area, Sanganer, Sitapura, Jaipur, Rajasthan 302022, India",Jaipur,098877 79998,,,,,,4.2,42,₹800,Hotel,https://www.instagram.com/royalguesthousejaipur1?igsh=MTA2Zm1kemJ2aDU0aA==,,,,,
23,Hotel Yes,Hotel,"724, Moti Doongri Rd, near laal khoti police station, Sanganeri Gate, Central Jail, Fateh Tibba, Adarsh Nagar, Jaipur, Rajasthan 302004, India",Jaipur,073001 09907,,,,,,4,210,₹800,Hotel,,,,,,
24,Nahar Singh Haveli,Hotel,"46, Kanti Nagar, Sindhi Camp, Jaipur, Rajasthan 302006, India",Jaipur,098283 63413,,,,,,4.6,3211,₹800,Hotel,,,,,,
25,Hotel J K Inn,Hotel,"Haldighati Marg, Sector 17, Pratap Nagar, Jaipur, Rajasthan 302033, India",Jaipur,063769 47240,,,,,,5,33,₹800,Hotel,,,,,,
26,Give Yourself The Comfort Of Cozy Stays,Hotel,,Jaipur,,,,,,,,,₹809,,,,,,,
27,Hotel Jai Maa Palace,Luxury Hotel,"A3G, A -3G, complex, Sunder Path, behind Crystal Mall, Barodia Scheme, Bani Park, Jaipur, Rajasthan 302006, India",Jaipur,094140 49271,+91-9950627333,,msudan26@gmail.com,,,4.2,1304,₹810,Hotel,https://www.jaimaapalace.com/,https://www.instagram.com/jaimaapalace/?utm_source=ig_embed&ig_rid=3a2f7b3a-e7fc-410d-902d-4f3aa350d445&ig_mid=0411B56A-A341-414E-8066-931B6714F729,https://www.facebook.com/hoteljaimaapalace/,,,https://twitter.com/JaiMaaPalace 
28,Hotel O Aabha Residency,Hotel,"Lakshmi sarovar colony, Plot no 6-7, near manipal university, Mansinghpura, Begas, Rajasthan 303007, India",Jaipur,082094 01440,9178385369,,,,,4.8,50,₹777,Hotel,https://www.oyorooms.com/325050/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
29,Hotel Apex Intercontinental,Hotel,"Shop No-689, Sewa Sadan Marg, near Baraf Khana, Frontier Colony, Adarsh Nagar, Jaipur, Rajasthan 302004, India",Jaipur,070424 24242,+91-7042424242,,,,,3.5,726,₹837,Hotel,https://www.fabhotels.com/hotels-in-jaipur/fabhotel-apex-intercontinental.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic,https://www.instagram.com/fabhotels,,https://www.linkedin.com/company/fabhotels-com/,https://youtube.com/@fabhotelsindia,
30,Hotel O Jmd,Hotel,"Plot no 11, Goner, 12Jawahar Nagar, Sector 4, Jawahar Nagar, Jaipur, Rajasthan 302004, India",Jaipur,0124 433 0599,,,,,,4.3,13,₹797,Hotel,https://www.oyorooms.com/225638/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
31,Hotel O Krishna Palace,Luxury Hotel,"15, Jyoti nagar, Niwaru Link Rd, Balaji Vihar 9, Govindpura, Radhey Vihar Colony, Jaipur, Rajasthan 302012, India",Jaipur,0124 433 0567,,,,,,,,₹814,Hotel,https://www.oyorooms.com/368558/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
32,Ak Guest House,Hotel,"XVC9+RJ, Momin Mohalla Masjid, Jal Mahal, Amer, Jaipur, Rajasthan 302028, India",Jaipur,,,,,,,5,2,₹850,Hotel,,,,,,
33,Hotel Chandra Light,Hotel,"11, Agra Rd, New Khandelwal Nagar, Adarsh Nagar, Jaipur, Rajasthan 302003, India",Jaipur,094140 48222,,,,,,4.2,278,₹850,Hotel,,,,,,
34,Royal Hill View Guest House,Hotel,"Mount Rd, opposite paliwal carpet & textiles, Chhipiwara, Brahampuri, Jaipur, Rajasthan 302002, India",Jaipur,081041 95488,,,,,,4.8,9,₹850,Hotel,https://www.booking.com/hotel/in/royal-hill-view-guest-house.html?aid=affiliate_id&chal_t=1771063577364&force_referer=https://www.google.com/,,,,,
35,Fabhotel Pearl Square,Hotel,"A-41, A-42, SIKAR HOUSE COLONY, SHASTRI NAGAR, HAJI COLONY, JAGDAMBA TOWER JAIPUR (RAJASTHAN) PIN 302016, Shiv Vihar Colony, Subhash Nagar, Jaipur, Rajasthan 302016, India",Jaipur,070424 24242,,,,,,3.7,235,₹850,Hotel,https://www.fabhotels.com/hotels-in-jaipur/fabhotel-pearl-square-i-vgzuoitw.html,https://www.instagram.com/fabhotels,,https://www.linkedin.com/company/fabhotels-com/,https://youtube.com/@fabhotelsindia,
36,Angel Paradise,Hotel,"109 Eezah Haveli, Dhuleshwar Garden, Ajmer Rd, C-Scheme, Patel Colony, Hathroi, Jaipur, Rajasthan 302001, India",Jaipur,086190 96694,,,,,,4.5,176,₹855,Hotel,,,,,,
37,Collection O Sunder Nagar Golvyas Formerly Hotel Vanshil,Hotel,"Gol Vyas, Plot Number A-83, Patel Marg, Patel Vihar, Sunder Nagar, Jaipur, Rajasthan 302020, India",Jaipur,0124 433 0599,,,,,,3,10,₹803,Hotel,https://www.oyorooms.com/307919/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
38,Hotel O An Haven Hotel,Hotel,"Landmark- LAKSHYA AGENCY KE PASS, 71 72, COLONYRAMNAGARIYA ROAD, Brij Vatika, Vidhyadhar Nagar, Railway Colony, Jagatpura, Jaipur, Rajasthan 302017, India",Jaipur,0124 433 0567,,,,,,5,18,₹828,Hotel,https://www.oyorooms.com/357473/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
39,Hotel Regal Prime,Hotel,"Ashok Vihar B, N-73, Sector 26, Pratap Nagar, Jaipur, Rajasthan 302033, India",Jaipur,087420 00505,,,,,,5,81,₹863,Hotel,,,,,,
40,Super Hotel O Tourist Residency,Hotel,"Plot No.68, Jobnerbag, Main, Station Rd, Before, Reserve Police Line, Sindhi Camp, Jaipur, Rajasthan 302006, India",Jaipur,0124 433 0567,,,,,,4.2,183,₹858,Hotel,https://www.oyorooms.com/177450/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
41,The Nomadique - Boys Only,Hotel,"Plot no 10 A, Vanasthali Marg, Lalpura Colony, Sindhi Camp, Jaipur, Rajasthan 302001, India",Jaipur,095090 30253,,,,,,4.7,139,₹898,Hotel,,,,,,
42,Silver Inn-2 Agarwal Farm Mansarovar,Hotel,"opposite d park, Maharani Farm, Mansarovar, Jaipur, Rajasthan 302017, India",Jaipur,,,,,,,3.7,67,₹864,Hotel,https://www.oyorooms.com/194640/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
43,Ezzah Haveli,Hotel,"109, Dhuleshwar Gdn, C-Scheme, Patel Colony, Jaipur, Rajasthan 302001, India",Jaipur,073405 21665,,,,,,5,22,₹900,Hotel,,,,,,
44,Hotel Good Luck Palace,Luxury Hotel,"Plot no 121, Amer Rd, near Ramgarh Mode, Govindpuri, Jaipur, Rajasthan 302002, India",Jaipur,099283 25738,,,,,,4.7,180,₹900,Hotel,https://goodluckpalacejaipur.com/,,,,,
45,Jaipur Marigold Homestay,Hotel,"77, Sirsi Rd, Mangal Nagar, Panchyawala, Jaipur, Rajasthan 302034, India",Jaipur,096365 28987,,,,,,4,54,₹900,Hotel,https://www.booking.com/hotel/in/jaipur-marigold-homestay.en-gb.html?label=gen173nr-1FCAsobEIYamFpcHVyLW1hcmlnb2xkLWhvbWVzdGF5SAlYBGhsiAECmAEJuAEYyAER2AEB6AEB-AEDiAIBqAIEuAL8yrmdBsACAdICJGMwYzg5OGU0LWVjYTMtNDlhNi04MTdjLTAzNzg2MjY4YjUxNNgCBeACAQ&sid=f0fbcdab68a853a40f941c4746a0ebc7&dist=0&keep_landing=1&sb_price_type=total&type=total&,,,,,
46,Shri Gokerneswar Guesthouse,Hotel,,Jaipur,,,,,,,,,₹900,,,,,,,
47,Hotel Lakhdatar Palace,Luxury Hotel,"Near by Railway station 75, dharmashala ke piche, Barodia Basti, Barodia Scheme, Gopalbari, Jaipur, Rajasthan 302006, India",Jaipur,095491 41110,,,,,,4.6,753,₹910,Hotel,https://lakhdatarpalace.com/,,,,,
48,Super Hotel O Vaishali Nagar,Hotel,"Hotel, 10, Ajmer Rd, near Sodhani Sweets, Purani Chungi, Ashok Nagar, Jaipur, Rajasthan 302001, India",Jaipur,0124 433 0599,,,,,,3.8,476,₹913,Hotel,https://www.oyorooms.com/15085/,,,,,
49,Collection O Getor Jagatpura Railway Station,Hotel,"Plot No. 15, Bajrang Colony, B, Jagatpura, Jaipur, Rajasthan 302017, India",Jaipur,0124 433 0599,,,,,,1.8,5,₹918,Hotel,https://www.oyorooms.com/308307/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
50,Collection O Jaipur Patrika Gate,Hotel,"Plot No 1, D-24-B, Lal Bahadur Nagar East, Sector 8, Malviya Nagar, Jaipur, Rajasthan 302017, India",Jaipur,0124 433 0599,,,,,,1,1,₹930,Hotel,https://www.oyorooms.com/308137/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
51,Super Hotel O Sikar Road Jaipur Formerly Garg Niwas,Hotel,"Plot Number 59, Chomu Road, Vijay Bari, Bhawani Nagar, Jaipur, Rajasthan 302039, India",Jaipur,0124 433 0599,,,,,,3.9,18,₹931,Hotel,https://www.oyorooms.com/6285/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
52,Hotel Yuvraj Stay,Hotel,"Plot No.7A,Scheme No.08, Model Town, New Sanganer Road, ke samne, Vijay Path, Mansarovar, Jaipur, Rajasthan 302020, India",Jaipur,077259 34880,,,,,,4.6,9,₹935,Hotel,,,,,,
53,House No 87A,Hotel,"87/A, near Indo Bharat School, Rail Nagar, Nirman Nagar, Ranisati Nagar, Jaipur, Rajasthan 302019, India",Jaipur,098280 13255,,,,,,4.2,15,₹935,Hotel,,,,,,
54,Hotel O Manan Inn,Hotel,"11A, khushi vihar d, Tirupathi Balaji Nagar, Sanganer, Jaipur, Rajasthan 302020, India",Jaipur,063782 29509,,,,,,4.8,17,₹903,Hotel,,,,,,
55,Radhika Hotel,Hotel,"Sirsi Road, Dhaka Nagar, Kanakpura, Jaipur, Rajasthan 302041, India",Jaipur,099297 13416,+91-9929713416,+91-8946958218,hotelradhika3@gmail.com,Hotelradhika3@gmail.com,,3.9,392,₹941,Hotel,https://www.hotelradhika.co.in/,,https://www.facebook.com/Hotel-Radhika-1489476531347275/,,,
56,Hotel Grand Capitol Near Railway Station,Boutique Hotel,"31, Katewa Nagar, Devi Nagar, Shyam Nagar, Jaipur, Rajasthan 302019, India",Jaipur,080056 72623,,,stay@grandcapitoljaipur.com,,,4.7,1142,₹945,Hotel,http://www.hotelgrandcapitol.com/,,,,,
57,Hotel O Classic Mansarovar,Hotel,"Mansarovar Hotel, 119/5, Vikramaditya Marg, near Dwarka das park, Mansarovar Sector 11, Sector 11, Mansarovar, Jaipur, Rajasthan 302020, India",Jaipur,0124 433 0599,,,,,,4.4,8,₹918,Hotel,https://www.oyorooms.com/243675,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
58,Hotel O Affy,Hotel,"222, Muhana Mandi Road, Giriraj Nagar, Sumer Nagar, Sanganer, Jaipur, Rajasthan 302020, India",Jaipur,0124 433 0567,,,,,,3.9,216,₹924,Hotel,https://www.oyorooms.com/52719/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
59,Hotel O By Oyo Shanvi,Hotel,"Plot No - 143/147, near Narayana Hospital, Sanganer, Sector 18, Pratap Nagar, Jaipur, Rajasthan 302033, India",Jaipur,,,,,,,5,26,₹920,Establishment,,,,,,
60,"Amisha Palace - Near Railway Station,",Luxury Hotel,"D-26, near ajmeri pulia, Kalwar Scheme, Gopalbari, Jaipur, Rajasthan 302006, India",Jaipur,090010 53604,,,,,,4.6,352,₹958,Hotel,,,,,,
61,New Hotel Blue Moon,Hotel,"1/37, 73-A, 1/37, Amer Rd, near vardhaman school, Nagar Nigam Colony, Kagdiwara, Brahampuri, Jaipur, Rajasthan 302002, India",Jaipur,099826 09001,,,,,,4.4,20,₹959,Hotel,,,,,,
62,Collection O Salasar Inn,Hotel,"AB 1 Natraj NagarSahakar Marg, Ganesh Colony J P Colony, Ganesh Colony, Imli Phatak, Tonk Phatak, Jaipur, Rajasthan 302015, India",Jaipur,0124 433 0567,,,,,,2.4,78,₹923,Hotel,https://www.oyorooms.com/223377/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
63,Hotel O Ramgarh Mod Near Hawa Mahal,Hotel,"1, Karbala Rasta, Ramgarhmode, Karbala, Jaipur, Rajasthan 302002, India",Jaipur,0124 433 0599,,,,,,3.8,328,₹971,Hotel,https://www.oyorooms.com/h/18288?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=JAI390&latitude=26.94648&longitude=75.84364&locale=en,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
64,Super Hotel O Shine,Hotel,"Gate No. 2, Gandhinagar Jaipur Railway Station, Plot No 2, Tonk Rd, Jawahar Nagar, Bajaj Nagar, Jaipur, Rajasthan 302018, India",Jaipur,0124 433 0567,,,,,,4.4,39,₹942,Hotel,https://www.oyorooms.com/306804/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
65,Hotel O Sansarchandra Road Formerly Luna Rosa,Hotel,"C4, Plot No 4/C, Chokdihawali Shahar, Mukundgarh House, Jalupura, Jaipur, Rajasthan 302001, India",Jaipur,0124 433 0599,,,,,,3.9,153,₹976,Hotel,https://www.oyorooms.com/48220/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
66,Dev Hotel,Hotel,"Shop No. 100, 101, Nehru Bazar Rd, Ajmeri Gate, Near, Pink City, Jaipur, Rajasthan 302003, India",Jaipur,0141 400 4844,,,,,,3.4,417,₹978,Establishment,,,,,,
67,"Hotel Rashika Palace Near Sindhi Camp Bus Stand, Jaipur",Luxury Hotel,"S-3, Pareek College Rd, near Hindustan Glass House, Kanti Nagar, Bani Park, Jaipur, Rajasthan 302016, India",Jaipur,093140 68807,+91 9314068807,,info@hotelrashikapalace.xyz,,,4.1,537,₹953,Hotel,https://hotelrashikapalace.xyz/,,,,,
68,Grand Stays By Hotel Amisha - Near Station & Metro,Hotel,"D-26, near ajmeri pulia, Kalwar Scheme, Gopalbari, Jaipur, Rajasthan 302006, India",Jaipur,090010 53604,,,,,,4.6,352,₹980,Hotel,,,,,,
69,Hotel The Grand Kailash,Hotel,"D-29, Jan Path, Kishan Marg, Shyam Nagar, Jaipur, Rajasthan 302019, India",Jaipur,090573 89888,+91 9649289888,+91 9057389888,booking@hotelthegrandkailash.com,kailashhospitalitygourp@gmail.com,,3.8,125,₹984,Hotel,https://www.hotelthegrandkailash.com/,,,,,
70,The Ocean Hotel And Bar,Hotel,"S2, Janak Vatika-2, Mukandpura Rd, Bhakrota, Jaipur, Hasampura, Rajasthan 302026, India",Jaipur,,,,,,,5,6,₹987,Hotel,,,,,,
71,Sukoon Homestay Jaipur,Hotel,"Mahima Panorama, Jagatpura, Jaipur, Rajasthan 302017, India",Jaipur,098290 53371,,,,,,5,7,₹990,Hotel,,,,,,
72,"Pink City Stay Near Metro Station, Railway Station And Old City",Hotel,"Neemuch Rd, Gopalbari, Bari Sadri, Jaipur, Rajasthan 312403, India",Jaipur,,,,,,,4.4,1748,₹990,Establishment,,,,,,
73,Hotel O Radhaswami Nagar Formerly Chinnar,Hotel,"3, Iskcon Rd, near Vijay Path, Radhaswami Nagar, Mansarovar, Jaipur, Rajasthan 302020, India",Jaipur,0124 433 0599,,,,,,4.2,146,₹937,Hotel,https://www.oyorooms.com/47585/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
74,Hotel New Prime,Hotel,"Agarwal farm, 120/238, Sector 12, Mansarovar, Jaipur, Rajasthan 302020, India",Jaipur,091168 16137,,,,,,5,92,₹994,Hotel,,,,,,
75,Collection O Kesar Crossway Jaipur Formerly Laxmi Palace,Luxury Hotel,"Plot No. 87, Dadu Dayal Nagar, Sumer Nagar, Mansarovar, Jaipur, Rajasthan 302020, India",Jaipur,0124 433 0599,,,,,,4.7,39,₹890,Hotel,https://www.oyorooms.com/330664/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
76,Hotel Black Hawk Vaishali Nagar,Hotel,"467/1, Chitrakoot Marg, Sector 1, Vaishali Nagar, Jaipur, Rajasthan 302021, India",Jaipur,086909 44463,,,,,,5,8,₹999,Hotel,https://www.hotelblackhawk.in/,,,,,
77,Hotel Ramesh,Hotel,"NH11C, Amer, Jaipur, Rajasthan 302028, India",Jaipur,,,,,,,3.8,5,₹999,Hotel,,,,,,
78,Jaipur Padharo Sa,Hotel,"Padharo Sa, Krishna Nagar, Brahampuri, Jaipur, Rajasthan 302002, India",Jaipur,072299 22890,,,,,,4.8,16,₹999,Hotel,,,,,,
79,Blue King,Hotel,"D-38/B, Madho Singh Rd, Govind Nagar East, Bani Park, Jaipur, Rajasthan 302016, India",Jaipur,094143 36221,,,,,,4.5,162,₹999,Hotel,,,,,,
